|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1031.23        2500.00                 NaN            NaN            NaN   12.3728        3.30907                 NaN            NaN            NaN            NaN   8.79733        42.7662       0.903528        31.8511     
  1030.08        2500.00                 NaN            NaN            NaN   3.88943        11.4379       0.379302E-003            NaN            NaN            NaN   8.62344        43.2392        1.00962        31.8000     
  1028.92        2500.00                 NaN            NaN            NaN   3.89619        11.4332       0.366776E-003            NaN            NaN            NaN   8.62577        43.2354        1.00875        31.8004     
  1027.76        2500.00                 NaN            NaN            NaN   3.90300        11.4283       0.355449E-003            NaN            NaN            NaN   8.62811        43.2315        1.00787        31.8008     
  1026.61        2500.00                 NaN            NaN            NaN   3.90987        11.4235       0.343695E-003            NaN            NaN            NaN   8.63044        43.2276        1.00699        31.8013     
  1025.45        2500.00                 NaN            NaN            NaN   3.91677        11.4186       0.331733E-003            NaN            NaN            NaN   8.63276        43.2238        1.00612        31.8017     
  1024.29        2500.00                 NaN            NaN            NaN   3.92385        11.4138                 NaN            NaN            NaN            NaN   8.63509        43.2199        1.00524        31.8021     
  1023.13        2500.00                 NaN            NaN            NaN   3.60304        11.2968       0.453352                 NaN            NaN            NaN   8.64193        43.1985        1.00146        31.8049     
  1021.98        2500.00                 NaN            NaN            NaN   3.92853        11.4008       0.126377E-001            NaN            NaN            NaN   8.63987        43.2117        1.00340        31.8031     
  1020.82        2500.00                 NaN            NaN            NaN   3.62525        11.2905       0.441101                 NaN            NaN            NaN   8.64646        43.1912       0.999769        31.8058     
  1019.66        2500.00                 NaN            NaN            NaN   3.76142        11.3347       0.257807                 NaN            NaN            NaN   8.64726        43.1936       0.999863        31.8053     
  1018.51        2500.00                 NaN            NaN            NaN   3.95866        11.3887                 NaN            NaN            NaN            NaN   8.64670        43.2008        1.00085        31.8043     
  1017.35        2500.00                 NaN            NaN            NaN   10.1656        5.36052                 NaN            NaN            NaN            NaN   8.70808        42.9693       0.960717        31.8358     
  1016.19        2500.00                 NaN            NaN            NaN   3.97305        11.3783       0.189461E-005            NaN            NaN            NaN   8.65130        43.1931       0.999100        31.8052     
  1015.04        2500.00                 NaN            NaN            NaN   10.1639        5.36789                 NaN            NaN            NaN            NaN   8.71306        42.9595       0.958664        31.8370     
  1013.88        2500.00                 NaN            NaN            NaN   3.74107        11.2935       0.331832                 NaN            NaN            NaN   8.65960        43.1711       0.994891        31.8080     
  1012.72        2500.00                 NaN            NaN            NaN   3.75152        11.2892       0.327739                 NaN            NaN            NaN   8.66183        43.1672       0.994053        31.8084     
  1011.57        2500.00                 NaN            NaN            NaN   3.76197        11.2853       0.323080                 NaN            NaN            NaN   8.66408        43.1635       0.993204        31.8089     
  1010.41        2500.00                 NaN            NaN            NaN   3.77266        11.2816       0.317716                 NaN            NaN            NaN   8.66634        43.1600       0.992353        31.8093     
  1009.25        2500.00                 NaN            NaN            NaN   3.78302        11.2773       0.313788                 NaN            NaN            NaN   8.66858        43.1561       0.991511        31.8097     
  1008.10        2500.00                 NaN            NaN            NaN   3.79360        11.2735       0.308646                 NaN            NaN            NaN   8.67083        43.1526       0.990659        31.8102     
  1006.94        2500.00                 NaN            NaN            NaN   3.80408        11.2694       0.304156                 NaN            NaN            NaN   8.67307        43.1489       0.989811        31.8106     
  1005.78        2500.00                 NaN            NaN            NaN   3.81492        11.2654       0.299185                 NaN            NaN            NaN   8.67531        43.1452       0.988967        31.8110     
  1004.63        2500.00                 NaN            NaN            NaN   3.82488        11.2612       0.295417                 NaN            NaN            NaN   8.67755        43.1414       0.988113        31.8115     
  1003.47        2500.00                 NaN            NaN            NaN   3.83526        11.2570       0.291123                 NaN            NaN            NaN   8.67979        43.1377       0.987264        31.8119     
  1002.31        2500.00                 NaN            NaN            NaN   3.84561        11.2528       0.286897                 NaN            NaN            NaN   8.68203        43.1339       0.986413        31.8123     
  1001.16        2500.00                 NaN            NaN            NaN   3.85598        11.2485       0.282667                 NaN            NaN            NaN   8.68427        43.1302       0.985563        31.8128     
  1000.00        2500.00                 NaN            NaN            NaN   3.86669        11.2444       0.277978                 NaN            NaN            NaN   8.68650        43.1265       0.984715        31.8132     
