|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1032.39        2500.00                 NaN            NaN            NaN   2.97851        8.42338       0.303607E-003            NaN            NaN            NaN   8.46049        46.0267       0.578038        33.5325     
  1031.23        2500.00                 NaN            NaN            NaN   9.20583        2.51283                 NaN            NaN            NaN            NaN   8.63841        45.5281       0.516545        33.5982     
  1030.08        2500.00                 NaN            NaN            NaN   2.98903        8.41628       0.284241E-003            NaN            NaN            NaN   8.46506        46.0175       0.577015        33.5348     
  1028.92        2500.00                 NaN            NaN            NaN   2.99434        8.41267       0.274848E-003            NaN            NaN            NaN   8.46734        46.0129       0.576504        33.5359     
  1027.76        2500.00                 NaN            NaN            NaN   2.99970        8.40902       0.266354E-003            NaN            NaN            NaN   8.46961        46.0083       0.575994        33.5371     
  1026.61        2500.00                 NaN            NaN            NaN   3.00510        8.40533       0.257540E-003            NaN            NaN            NaN   8.47188        46.0037       0.575483        33.5382     
  1025.45        2500.00                 NaN            NaN            NaN   3.01054        8.40160       0.248571E-003            NaN            NaN            NaN   8.47415        45.9991       0.574973        33.5394     
  1024.29        2500.00                 NaN            NaN            NaN   3.01610        8.39798                 NaN            NaN            NaN            NaN   8.47641        45.9946       0.574463        33.5405     
  1023.13        2500.00                 NaN            NaN            NaN   2.76966        8.31189       0.346393                 NaN            NaN            NaN   8.48323        45.9719       0.572300        33.5446     
  1021.98        2500.00                 NaN            NaN            NaN   3.01995        8.38824       0.966619E-002            NaN            NaN            NaN   8.48107        45.9848       0.573390        33.5429     
  1020.82        2500.00                 NaN            NaN            NaN   2.78696        8.30706       0.337093                 NaN            NaN            NaN   8.48763        45.9631       0.571315        33.5468     
  1019.66        2500.00                 NaN            NaN            NaN   2.89175        8.33943       0.197237                 NaN            NaN            NaN   8.48836        45.9650       0.571356        33.5469     
  1018.51        2500.00                 NaN            NaN            NaN   3.04351        8.37832                 NaN            NaN            NaN            NaN   8.48777        45.9721       0.571908        33.5464     
  1017.35        2500.00                 NaN            NaN            NaN   7.48031        4.10235                 NaN            NaN            NaN            NaN   8.54947        45.7328       0.549061        33.5860     
  1016.19        2500.00                 NaN            NaN            NaN   3.05482        8.37044       0.144902E-005            NaN            NaN            NaN   8.49225        45.9629       0.570890        33.5487     
  1015.04        2500.00                 NaN            NaN            NaN   7.47883        4.10876                 NaN            NaN            NaN            NaN   8.55433        45.7215       0.547871        33.5888     
  1013.88        2500.00                 NaN            NaN            NaN   2.87673        8.30793       0.253981                 NaN            NaN            NaN   8.50045        45.9391       0.568473        33.5534     
  1012.72        2500.00                 NaN            NaN            NaN   2.88487        8.30526       0.250871                 NaN            NaN            NaN   8.50258        45.9341       0.567981        33.5543     
  1011.57        2500.00                 NaN            NaN            NaN   2.89303        8.30226       0.247328                 NaN            NaN            NaN   8.50477        45.9297       0.567487        33.5555     
  1010.41        2500.00                 NaN            NaN            NaN   2.90139        8.29888       0.243246                 NaN            NaN            NaN   8.50702        45.9257       0.566994        33.5567     
  1009.25        2500.00                 NaN            NaN            NaN   2.90946        8.29614       0.240261                 NaN            NaN            NaN   8.50915        45.9208       0.566500        33.5577     
  1008.10        2500.00                 NaN            NaN            NaN   2.91773        8.29271       0.236347                 NaN            NaN            NaN   8.51138        45.9168       0.566007        33.5590     
  1006.94        2500.00                 NaN            NaN            NaN   2.92591        8.28958       0.232931                 NaN            NaN            NaN   8.51356        45.9124       0.565513        33.5601     
  1005.78        2500.00                 NaN            NaN            NaN   2.93438        8.28652       0.229146                 NaN            NaN            NaN   8.51574        45.9080       0.565021        33.5612     
  1004.63        2500.00                 NaN            NaN            NaN   2.94216        8.28327       0.226282                 NaN            NaN            NaN   8.51792        45.9035       0.564524        33.5624     
  1003.47        2500.00                 NaN            NaN            NaN   2.95027        8.28008       0.223015                 NaN            NaN            NaN   8.52010        45.8990       0.564029        33.5635     
  1002.31        2500.00                 NaN            NaN            NaN   2.95835        8.27687       0.219799                 NaN            NaN            NaN   8.52228        45.8945       0.563534        33.5646     
  1001.16        2500.00                 NaN            NaN            NaN   2.96646        8.27364       0.216579                 NaN            NaN            NaN   8.52445        45.8901       0.563039        33.5658     
  1000.00        2500.00                 NaN            NaN            NaN   2.97483        8.27049       0.213007                 NaN            NaN            NaN   8.52662        45.8856       0.562545        33.5669     
