|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q              hed           
  1030.08        2500.00                 NaN            NaN            NaN  0.373931E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1028.92        2500.00                 NaN            NaN            NaN  0.372278E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1027.76        2500.00                 NaN            NaN            NaN  0.370669E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1026.61        2500.00                 NaN            NaN            NaN  0.369124E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1025.45        2500.00                 NaN            NaN            NaN  0.367622E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1024.29        2500.00                 NaN            NaN            NaN  0.366166E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1023.13        2500.00                 NaN            NaN            NaN  0.364789E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1021.98        2500.00                 NaN            NaN            NaN  0.136657E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1020.82        2500.00                 NaN            NaN            NaN  0.362147E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1019.66        2500.00                 NaN            NaN            NaN  0.360873E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1018.51        2500.00                 NaN            NaN            NaN  0.136658E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1017.35        2500.00                 NaN            NaN            NaN  0.358505E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1016.19        2500.00                 NaN            NaN            NaN  0.357405E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1015.04        2500.00                 NaN            NaN            NaN  0.356338E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1013.88        2500.00                 NaN            NaN            NaN  0.355219E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1012.72        2500.00                 NaN            NaN            NaN  0.354239E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1011.57        2500.00                 NaN            NaN            NaN  0.353309E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1010.41        2500.00                 NaN            NaN            NaN  0.352444E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1009.25        2500.00                 NaN            NaN            NaN  0.351591E-005   7.78390                 NaN            NaN   4.91848        8.01633        44.9935        1.44180        32.8459                 NaN
  1008.10        2500.00                 NaN            NaN            NaN   11.4103        4.29940                 NaN            NaN            NaN   8.92208        42.7827       0.916691        31.6688                 NaN
  1006.94        2500.00                 NaN            NaN            NaN   12.8300        3.07495                 NaN            NaN            NaN   9.00929        42.5454       0.845070        31.6953                 NaN
  1005.78        2500.00                 NaN            NaN            NaN   11.5704        4.14546                 NaN            NaN            NaN   8.93432        42.7709       0.910087        31.6688                 NaN
  1004.63        2500.00                 NaN            NaN            NaN   11.5586        4.16099                 NaN            NaN            NaN   8.93608        42.7653       0.909264        31.6697                 NaN
  1003.47        2500.00                 NaN            NaN            NaN   11.4733        4.25177       0.104425E-004            NaN            NaN   8.93913        42.7572       0.907700        31.6709                 NaN
  1002.31        2500.00                 NaN            NaN            NaN   11.3974        4.32729       0.734917E-005            NaN            NaN   8.93840        42.7563       0.908913        31.6716                 NaN
  1001.16        2500.00                 NaN            NaN            NaN   6.34464        9.49829                 NaN            NaN            NaN   8.96032        42.6386       0.870876        31.6872                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   11.3251        4.39933                 NaN            NaN            NaN   8.93817        42.7582       0.908370        31.6708                 NaN
