|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             ilm            San(TH)        q             
  1028.27        2500.00                 NaN            NaN            NaN            NaN   7.48559        3.96625                 NaN            NaN            NaN   8.56340       0.530556        45.7383        33.7159     
  1027.04        2500.00                 NaN            NaN            NaN            NaN   7.48542        3.96616                 NaN            NaN            NaN   8.56339       0.530547        45.7378        33.7167     
  1025.81        2500.00                 NaN            NaN            NaN            NaN   7.48524        3.96607                 NaN            NaN            NaN   8.56338       0.530538        45.7373        33.7174     
  1024.58        2500.00                 NaN            NaN            NaN            NaN   7.48507        3.96597                 NaN            NaN            NaN   8.56337       0.530529        45.7369        33.7182     
  1023.35        2500.00                 NaN            NaN            NaN            NaN   7.48490        3.96588                 NaN            NaN            NaN   8.56335       0.530520        45.7364        33.7190     
  1022.12        2500.00                 NaN            NaN            NaN            NaN  0.146416E-005   7.48472        3.96579                 NaN            NaN   8.56334       0.530511        45.7359        33.7197     
  1020.89        2500.00                 NaN            NaN            NaN            NaN  0.647253E-005   7.48455        3.96569                 NaN            NaN   8.56333       0.530502        45.7355        33.7205     
  1019.66        2500.00                 NaN            NaN            NaN            NaN  0.647261E-005   7.48437        3.96560                 NaN            NaN   8.56332       0.530494        45.7350        33.7212     
  1018.44        2500.00                 NaN            NaN            NaN            NaN  0.647257E-005   7.48420        3.96551                 NaN            NaN   8.56331       0.530485        45.7345        33.7220     
  1017.21        2500.00                 NaN            NaN            NaN            NaN  0.148559E-005   7.48403        3.96542                 NaN            NaN   8.56330       0.530476        45.7341        33.7227     
  1015.98        2500.00                 NaN            NaN            NaN            NaN  0.260742E-005   7.48386        3.96532                 NaN            NaN   8.56328       0.530467        45.7336        33.7235     
  1014.75        2500.00                 NaN            NaN            NaN            NaN  0.261283E-005   7.48368        3.96523                 NaN            NaN   8.56327       0.530458        45.7331        33.7242     
  1013.52        2500.00                 NaN            NaN            NaN            NaN  0.261818E-005   7.48351        3.96514                 NaN            NaN   8.56326       0.530449        45.7326        33.7250     
  1012.29        2500.00                 NaN            NaN            NaN            NaN  0.262354E-005   7.48334        3.96505                 NaN            NaN   8.56325       0.530440        45.7322        33.7257     
  1011.06        2500.00                 NaN            NaN            NaN            NaN  0.262885E-005   7.48316        3.96495                 NaN            NaN   8.56324       0.530432        45.7317        33.7265     
  1009.83        2500.00                 NaN            NaN            NaN            NaN  0.263415E-005   7.48299        3.96486                 NaN            NaN   8.56323       0.530423        45.7312        33.7273     
  1008.60        2500.00                 NaN            NaN            NaN            NaN   7.48282        3.96477                 NaN            NaN            NaN   8.56322       0.530414        45.7308        33.7280     
  1007.37        2500.00                 NaN            NaN            NaN            NaN   7.48264        3.96468                 NaN            NaN            NaN   8.56321       0.530405        45.7303        33.7288     
  1006.15        2500.00                 NaN            NaN            NaN            NaN   7.48247        3.96458                 NaN            NaN            NaN   8.56320       0.530396        45.7298        33.7295     
  1004.92        2500.00                 NaN            NaN            NaN            NaN   7.48230        3.96449                 NaN            NaN            NaN   8.56318       0.530388        45.7294        33.7303     
  1003.69        2500.00                 NaN            NaN            NaN            NaN  0.642709E-005   7.54391        3.87108                 NaN            NaN   8.54785       0.538109        45.7719        33.7271     
  1002.46        2500.00                 NaN            NaN            NaN            NaN  0.642672E-005   7.54373        3.87099                 NaN            NaN   8.54784       0.538100        45.7714        33.7279     
  1001.23        2500.00                 NaN            NaN            NaN            NaN  0.642618E-005   3.93845        7.48146                 NaN            NaN   8.56113       0.535434        45.7568        33.7267     
  1000.00        2500.00                 NaN            NaN            NaN            NaN  0.642634E-005   3.93836        7.48129                 NaN            NaN   8.56112       0.535425        45.7564        33.7274     
