|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             ilm            San(TH)        q             
  1027.04        2500.00                 NaN            NaN            NaN            NaN   9.98332        5.38505                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1025.81        2500.00                 NaN            NaN            NaN            NaN   9.98332        5.38505                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1024.58        2500.00                 NaN            NaN            NaN            NaN   9.98332        5.38505                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1023.35        2500.00                 NaN            NaN            NaN            NaN   9.98332        5.38505                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1022.12        2500.00                 NaN            NaN            NaN            NaN  0.197180E-005   9.98332        5.38505                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1020.89        2500.00                 NaN            NaN            NaN            NaN  0.871681E-005   9.98332        5.38504                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1019.66        2500.00                 NaN            NaN            NaN            NaN  0.871712E-005   9.98332        5.38504                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1018.44        2500.00                 NaN            NaN            NaN            NaN  0.871726E-005   9.98332        5.38504                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1017.21        2500.00                 NaN            NaN            NaN            NaN  0.200084E-005   9.98332        5.38505                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1015.98        2500.00                 NaN            NaN            NaN            NaN  0.351184E-005   9.98332        5.38505                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1014.75        2500.00                 NaN            NaN            NaN            NaN  0.351921E-005   9.98332        5.38505                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1013.52        2500.00                 NaN            NaN            NaN            NaN  0.352649E-005   9.98332        5.38505                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1012.29        2500.00                 NaN            NaN            NaN            NaN  0.353380E-005   9.98332        5.38505                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1011.06        2500.00                 NaN            NaN            NaN            NaN  0.354103E-005   9.98332        5.38505                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1009.83        2500.00                 NaN            NaN            NaN            NaN  0.354825E-005   9.98332        5.38505                 NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1008.60        2500.00                 NaN            NaN            NaN            NaN   9.98332        5.38505                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1007.37        2500.00                 NaN            NaN            NaN            NaN   9.98332        5.38505                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1006.15        2500.00                 NaN            NaN            NaN            NaN   9.98332        5.38505                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1004.92        2500.00                 NaN            NaN            NaN            NaN   9.98332        5.38505                 NaN            NaN            NaN   8.72597       0.928604        42.9978        31.9792     
  1003.69        2500.00                 NaN            NaN            NaN            NaN  0.865915E-005   10.2481        5.07818                 NaN            NaN   8.71108       0.942217        43.0422        31.9782     
  1002.46        2500.00                 NaN            NaN            NaN            NaN  0.865886E-005   10.2481        5.07818                 NaN            NaN   8.71108       0.942217        43.0422        31.9782     
  1001.23        2500.00                 NaN            NaN            NaN            NaN  0.865857E-005   5.16693        10.1631                 NaN            NaN   8.72488       0.937589        43.0303        31.9772     
  1000.00        2500.00                 NaN            NaN            NaN            NaN  0.865897E-005   5.16693        10.1631                 NaN            NaN   8.72488       0.937589        43.0303        31.9772     
