|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             ilm            San(TH)        ne             lc            
  1036.55        2500.00                 NaN   5.00610                 NaN            NaN   20.3576                 NaN  0.826348                 NaN   12.3728                 NaN   43.6073        17.8299                 NaN
  1035.14        2500.00                 NaN   5.03049                 NaN            NaN   20.3519                 NaN  0.809210                 NaN   12.4013                 NaN   43.5720        17.8351                 NaN
  1033.74        2500.00                 NaN   5.03412                 NaN            NaN   20.3582                 NaN  0.805388                 NaN   12.4141                 NaN   43.5571        17.8310                 NaN
  1032.33        2500.00                 NaN   5.04039                 NaN            NaN   20.4157                 NaN  0.796635                 NaN   12.4400                 NaN   43.4963        17.8109                 NaN
  1030.93        2500.00                 NaN   5.05052                 NaN            NaN   20.4210                 NaN  0.785767                 NaN   12.4490                 NaN   43.4718        17.8220                 NaN
  1029.52        2500.00                 NaN   5.06468                 NaN            NaN   20.4538                 NaN  0.775749                 NaN   12.4828                 NaN   43.4225        17.8005                 NaN
  1028.12        2500.00                 NaN   5.07350                 NaN            NaN   20.4753                 NaN  0.767179                 NaN   12.5050                 NaN   43.3863        17.7927                 NaN
  1026.71        2500.00                 NaN   5.06222                 NaN            NaN   20.3558                 NaN  0.796935                 NaN   12.4767                 NaN   43.5131        17.7952                 NaN
  1025.30        2500.00                 NaN   5.10012                 NaN            NaN   20.5040                 NaN  0.745815                 NaN   12.5527                 NaN   43.3153        17.7821                 NaN
  1023.90        2500.00                 NaN   5.10369                 NaN            NaN   20.5361                 NaN  0.741647                 NaN   12.5788                 NaN   43.2778        17.7620                 NaN
  1022.49        2500.00                 NaN   5.12676                 NaN            NaN   20.5591                 NaN  0.718943                 NaN   12.5923                 NaN   43.2300        17.7729                 NaN
  1021.09        2500.00                 NaN   5.00692                 NaN            NaN   20.3576                 NaN  0.806648                 NaN   12.5639                 NaN   43.4687        17.7962                 NaN
  1019.68        2500.00                 NaN   5.01406                 NaN            NaN   20.3819                 NaN  0.797536                 NaN   12.5883                 NaN   43.4294        17.7889                 NaN
  1018.27        2500.00                 NaN   5.16125                 NaN            NaN   20.6211                 NaN  0.691223                 NaN   12.6679                 NaN   43.1103        17.7482                 NaN
  1016.87        2500.00                 NaN   5.17017                 NaN            NaN   20.6193                 NaN  0.684212                 NaN   12.6811                 NaN   43.0944        17.7508                 NaN
  1015.46        2500.00                 NaN   5.19188                 NaN            NaN   20.6415                 NaN  0.666964                 NaN   12.7120                 NaN   43.0414        17.7463                 NaN
  1014.06        2500.00                 NaN            NaN            NaN            NaN   32.2368                 NaN   4.64802                 NaN   5.01312                 NaN   45.0012        13.1008                 NaN
  1012.65        2500.00                 NaN   5.19523                 NaN            NaN   20.6750                 NaN  0.661847                 NaN   12.7489                 NaN   42.9965        17.7225                 NaN
  1011.25        2500.00                 NaN   5.22277                 NaN            NaN   20.7336                 NaN  0.636748       0.781345E-005   12.7879                 NaN   42.9064        17.7126                 NaN
  1009.84        2500.00                 NaN   5.21709                 NaN            NaN   20.7300                 NaN  0.641710                 NaN   12.7955                 NaN   42.9122        17.7035                 NaN
  1008.43        2500.00                 NaN            NaN            NaN            NaN   32.3017                 NaN   4.66067                 NaN   5.03912                 NaN   44.9570        13.0415                 NaN
  1007.03        2500.00                 NaN   5.24588                 NaN            NaN   20.7885                 NaN  0.615632                 NaN   12.8507                 NaN   42.8135        17.6858                 NaN
  1005.62        2500.00                 NaN            NaN            NaN            NaN   32.4816                 NaN   4.65620                 NaN   5.05462                 NaN   44.8314        12.9761                 NaN
  1004.22        2500.00                 NaN            NaN            NaN            NaN   32.5044                 NaN   4.65359                 NaN   5.07341                 NaN   44.8038        12.9648                 NaN
  1002.81        2500.00                 NaN   5.29966                 NaN            NaN   20.8355                 NaN  0.566320                 NaN   12.9132                 NaN   42.6808        17.7046                 NaN
  1001.41        2500.00                 NaN            NaN            NaN            NaN   32.6172                 NaN   4.63560                 NaN   5.10589                 NaN   44.7078        12.9335                 NaN
  1000.00        2500.00                 NaN   5.24227                 NaN            NaN   20.8290                 NaN  0.594709                 NaN   12.9287                 NaN   42.7124        17.6929                 NaN
