|6.6.6
Archiving\03_Data\frac/QFM_m4/Y98/Y98_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.85680        11.0392                 NaN   8.98569       0.486075        44.9997        32.6325     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.86201        11.0386       0.244385E-005   8.99251       0.484650        44.9872        32.6350     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2085        2.78101       0.359215E-005   9.03871       0.470552        44.8423        32.6589     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.86239        11.0481       0.342501E-005   9.00767       0.481962        44.9586        32.6412     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2775        2.72366       0.339232E-005   9.05386       0.467186        44.8135        32.6643     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2744        2.73243       0.332305E-005   9.06062       0.465644        44.7998        32.6671     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2730        2.73964       0.326507E-005   9.06741       0.464079        44.7860        32.6699     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2808        2.73766       0.320176E-005   9.07457       0.462449        44.7720        32.6726     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2623        2.76177       0.309629E-005   9.08077       0.460978        44.7588        32.6754     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2656        2.76447       0.932993E-006   9.08754       0.459406        44.7448        32.6782     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2564        2.77941       0.302946E-005   9.09401       0.457869        44.7312        32.6811     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2521        2.78966       0.294980E-005   9.10076       0.456269        44.7173        32.6839     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2440        2.80370       0.290633E-005   9.10729       0.454718        44.7036        32.6867     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2153        2.83786       0.276113E-005   9.11339       0.453291        44.6906        32.6895     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2390        2.82061       0.272544E-005   9.12071       0.451508        44.6758        32.6924     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2035        2.86197       0.256974E-005   9.12653       0.450077        44.6626        32.6953     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1958        2.87565       0.249568E-005   9.13315       0.448492        44.6487        32.6982     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2107        2.86708       0.248493E-005   9.14023       0.446796        44.6341        32.7010     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1953        2.88839       0.237643E-005   9.14655       0.445254        44.6206        32.7039     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1962        2.89386       0.230021E-005   9.15334       0.443596        44.6062        32.7068     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1853        2.91098       0.223442E-005   9.15969       0.442014        44.5923        32.7097     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1709        2.93144       0.227808E-005   9.16606       0.440454        44.5785        32.7126     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1690        2.93970       0.276462E-005   9.17273       0.438801        44.5642        32.7156     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1543        2.96061       0.203077E-005   9.17902       0.437239        44.5503        32.7185     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17538        10.8411                 NaN   9.13563       0.452037        44.7040        32.6918     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1142        3.01319       0.264685E-005   9.19122       0.434182        44.5228        32.7244     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1258        3.00815       0.248812E-005   9.19837       0.432398        44.5079        32.7274     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.23018        10.7962                 NaN   9.15492       0.447467        44.6699        32.7014     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0683        3.07813       0.172665E-005   9.20996       0.429461        44.4808        32.7334     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0608        3.09219       0.152994E-005   9.21657       0.427818        44.4663        32.7364     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90023        3.24306                 NaN   9.20819       0.431602        44.4793        32.7376     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28609        10.7598                 NaN   9.17953       0.442197        44.6202        32.7122     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0584        3.11472                 NaN   9.23656       0.422707        44.4222        32.7454     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.30819        10.7230       0.243007E-001   9.18908       0.439926        44.5980        32.7175     
