|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.5/K22/K22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1014.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.87009        3.28879                 NaN   7.17804        42.8693                 NaN  0.303585        41.4902     
  1013.45        500.000                 NaN            NaN            NaN            NaN            NaN   3.28362        4.87892                 NaN   7.18104        42.8615                 NaN  0.302780        41.4922     
  1011.95        500.000                 NaN            NaN            NaN            NaN            NaN   4.58391        3.56617                 NaN   7.16899        42.8829                 NaN  0.306956        41.4910     
  1010.46        500.000                 NaN            NaN            NaN            NaN            NaN   4.61333        3.53996                 NaN   7.17205        42.8758                 NaN  0.306071        41.4928     
  1008.96        500.000                 NaN            NaN            NaN            NaN            NaN   4.64196        3.51455                 NaN   7.17512        42.8687                 NaN  0.305184        41.4945     
  1007.47        500.000                 NaN            NaN            NaN            NaN            NaN   4.66976        3.48998                 NaN   7.17819        42.8616                 NaN  0.304296        41.4962     
  1005.98        500.000                 NaN            NaN            NaN            NaN            NaN   4.69670        3.46627                 NaN   7.18126        42.8545                 NaN  0.303407        41.4979     
  1004.48        500.000                 NaN            NaN            NaN            NaN            NaN   4.72426        3.44185                 NaN   7.18436        42.8474                 NaN  0.302510        41.4996     
  1002.99        500.000                 NaN            NaN            NaN            NaN            NaN   4.81232        3.36019                 NaN   7.19041        42.8346                 NaN  0.300627        41.5019     
  1001.49        500.000                 NaN            NaN            NaN            NaN            NaN   4.83816        3.33774                 NaN   7.19361        42.8272                 NaN  0.299695        41.5036     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.86279        3.31648                 NaN   7.19679        42.8198                 NaN  0.298770        41.5053     
