|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.5/K22/K22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1021.03        500.000                 NaN            NaN            NaN            NaN            NaN   4.25832        3.58085                 NaN            NaN   7.03113        43.1023       0.331236        41.6962     
  1019.53        500.000                 NaN            NaN            NaN            NaN            NaN   3.69214        4.14365                 NaN            NaN   7.03127        43.1066       0.330892        41.6954     
  1018.03        500.000                 NaN            NaN            NaN            NaN            NaN   3.70294        4.14290                 NaN            NaN   7.03647        43.0887       0.329493        41.6995     
  1016.52        500.000                 NaN            NaN            NaN            NaN            NaN   3.51161        4.31781                 NaN            NaN   7.02347        43.1159       0.333530        41.6977     
  1015.02        500.000                 NaN            NaN            NaN            NaN            NaN   3.46393        4.38160                 NaN            NaN   7.03547        43.0864       0.330131        41.7025     
  1013.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.21033        3.63910                 NaN            NaN   7.03918        43.0793       0.328770        41.7033     
  1012.02        500.000                 NaN            NaN            NaN            NaN            NaN   4.21801        3.63379                 NaN            NaN   7.04113        43.0741       0.328196        41.7048     
  1010.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.19946        3.65415                 NaN            NaN   7.04270        43.0697       0.327753        41.7062     
  1009.01        500.000                 NaN            NaN            NaN            NaN            NaN   4.28766        3.56835                 NaN            NaN   7.04441        43.0645       0.327233        41.7078     
  1007.51        500.000                 NaN            NaN            NaN            NaN            NaN   3.97198        3.86416                 NaN            NaN   7.03312        43.0957       0.331005        41.7040     
  1006.01        500.000                 NaN            NaN            NaN            NaN            NaN   3.62390        4.23369                 NaN            NaN   7.04568        43.0594       0.326891        41.7104     
  1004.51        500.000                 NaN            NaN            NaN            NaN            NaN   3.98599        3.86720                 NaN            NaN   7.03988        43.0661       0.329200        41.7117     
  1003.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.18722        3.68418                 NaN            NaN   7.05713        43.0330       0.323343        41.7151     
  1001.50        500.000                 NaN            NaN            NaN            NaN            NaN   4.05931        3.80703                 NaN            NaN   7.05369        43.0402       0.324599        41.7152     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.12989        3.73781                 NaN            NaN   7.05465        43.0368       0.324338        41.7165     
