|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.5/K22/K22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1018.03        500.000                 NaN            NaN            NaN            NaN            NaN   5.06335        5.54673                 NaN            NaN   7.30976        41.2162       0.588622        40.2753     
  1016.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.81049        5.78109                 NaN            NaN   7.29636        41.2432       0.595855        40.2730     
  1015.02        500.000                 NaN            NaN            NaN            NaN            NaN   4.74513        5.86430                 NaN            NaN   7.30883        41.2155       0.589793        40.2765     
  1013.52        500.000                 NaN            NaN            NaN            NaN            NaN   5.63446        4.97980                 NaN            NaN   7.31272        41.2094       0.587376        40.2763     
  1012.02        500.000                 NaN            NaN            NaN            NaN            NaN   5.64405        4.97292                 NaN            NaN   7.31479        41.2050       0.586365        40.2768     
  1010.52        500.000                 NaN            NaN            NaN            NaN            NaN   5.61777        5.00128                 NaN            NaN   7.31647        41.2016       0.585588        40.2773     
  1009.01        500.000                 NaN            NaN            NaN            NaN            NaN   5.73637        4.88543                 NaN            NaN   7.31829        41.1974       0.584675        40.2779     
  1007.51        500.000                 NaN            NaN            NaN            NaN            NaN   5.30222        5.29667                 NaN            NaN   7.30676        41.2288       0.591440        40.2741     
  1006.01        500.000                 NaN            NaN            NaN            NaN            NaN   4.96640        5.65725                 NaN            NaN   7.31971        41.1940       0.584093        40.2786     
  1004.51        500.000                 NaN            NaN            NaN            NaN            NaN   5.32207        5.29606                 NaN            NaN   7.31373        41.2010       0.588233        40.2789     
  1003.00        500.000                 NaN            NaN            NaN            NaN            NaN   5.59773        5.04166                 NaN            NaN   7.33167        41.1700       0.577781        40.2811     
  1001.50        500.000                 NaN            NaN            NaN            NaN            NaN   5.42152        5.21206                 NaN            NaN   7.32818        41.1778       0.580042        40.2804     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   5.51654        5.11863                 NaN            NaN   7.32922        41.1752       0.579590        40.2808     
