|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        q              ilm           
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1701                 NaN            NaN   7.00333        41.6444                 NaN   40.4491       0.733136     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1586                 NaN            NaN   6.99626        41.6599                 NaN   40.4474       0.737760     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.89104        1.26502                 NaN   6.99639        41.6631                 NaN   40.4467       0.737765     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.76231       0.429440                 NaN   7.02328        41.6202                 NaN   40.4486       0.716175     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1908                 NaN            NaN   7.01941        41.6115                 NaN   40.4529       0.725366     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.33960        4.83021                 NaN   7.00705        41.6417                 NaN   40.4491       0.732277     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.33320        2.82736                 NaN   7.00535        41.6536                 NaN   40.4472       0.733327     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.40917       0.796895                 NaN   7.02875        41.5888                 NaN   40.4561       0.720359     
  1045.11        500.000                 NaN            NaN            NaN  0.566392                 NaN            NaN   9.27838       0.224132E-004            NaN   6.90522        41.8734                 NaN   40.5868       0.789760     
  1042.61        500.000                 NaN            NaN            NaN  0.455032E-001            NaN            NaN   10.1115       0.792396E-004            NaN   7.00810        41.6398                 NaN   40.4627       0.732302     
  1040.10        500.000                 NaN            NaN            NaN  0.683266                 NaN            NaN   9.12048       0.158194E-004            NaN   6.89839        41.8786                 NaN   40.6238       0.795460     
  1037.59        500.000                 NaN            NaN            NaN  0.721525                 NaN            NaN   9.06230                 NaN            NaN   6.89341        41.8899                 NaN   40.6339       0.798951     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.52839        1.69003                 NaN   7.03800        41.5697                 NaN   40.4581       0.715775     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.55183        5.26737        1.38713        7.03202        41.5857                 NaN   40.4564       0.719504     
  1030.08        500.000                 NaN            NaN            NaN  0.329727                 NaN            NaN   9.69732       0.135683E-003            NaN   6.97585        41.7050                 NaN   40.5401       0.751890     
  1027.57        500.000                 NaN            NaN            NaN  0.376695                 NaN            NaN   9.62951       0.829250E-004            NaN   6.97085        41.7149                 NaN   40.5530       0.754963     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.59555        2.59037                 NaN   7.02096        41.6140                 NaN   40.4536       0.725510     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.11935        9.12608                 NaN   7.05664        41.5287                 NaN   40.4634       0.705799     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67283        1.54203                 NaN   7.03875        41.5716                 NaN   40.4583       0.716490     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.61329        1.63347                 NaN   7.06016        41.5250                 NaN   40.4637       0.704404     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1343       0.152124                 NaN   7.08439        41.4686                 NaN   40.4700       0.690515     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.17254        1.08721                 NaN   7.06616        41.5065                 NaN   40.4663       0.701294     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.13271        1.13552                 NaN   7.07207        41.4938                 NaN   40.4678       0.698089     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.56796        1.70145                 NaN   7.07349        41.4910                 NaN   40.4684       0.697655     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.90911        1.38363                 NaN   7.08896        41.4573                 NaN   40.4722       0.688820     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.85650        1.44138                 NaN   7.09249        41.4495                 NaN   40.4732       0.686992     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.16333        3.04150                 NaN   7.03813        41.5762                 NaN   40.4605       0.720375     
