|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        q              ilm           
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.54773                 NaN            NaN   6.73559        43.5025                 NaN   41.8039       0.410274     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.53766                 NaN            NaN   6.72868        43.5172                 NaN   41.8036       0.412842     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.60313       0.931856                 NaN   6.72871        43.5192                 NaN   41.8043       0.412826     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.25090       0.312103                 NaN   6.75455        43.4734                 NaN   41.8083       0.400731     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.56566                 NaN            NaN   6.75079        43.4632                 NaN   41.8145       0.405858     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.97417        3.57277                 NaN   6.73874        43.4929                 NaN   41.8117       0.409702     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.46323        2.07554                 NaN   6.73693        43.5034                 NaN   41.8107       0.410266     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.99374       0.584883                 NaN   6.75960        43.4358                 NaN   41.8229       0.403008     
  1045.11        500.000                 NaN            NaN            NaN  0.346085                 NaN            NaN   6.90742       0.162775E-004            NaN   6.63873        43.7190                 NaN   41.9471       0.441683     
  1042.61        500.000                 NaN            NaN            NaN  0.278257E-001            NaN            NaN   7.50696       0.575029E-004            NaN   6.73932        43.4849                 NaN   41.8313       0.409638     
  1040.10        500.000                 NaN            NaN            NaN  0.417433                 NaN            NaN   6.79957       0.114922E-004            NaN   6.63172        43.7198                 NaN   41.9866       0.444812     
  1037.59        500.000                 NaN            NaN            NaN  0.440736                 NaN            NaN   6.75831                 NaN            NaN   6.62674        43.7296                 NaN   41.9979       0.446737     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.32961        1.25937                 NaN   6.76813        43.4094                 NaN   41.8331       0.400358     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.65154        3.91081        1.01614        6.76223        43.4244                 NaN   41.8325       0.402422     
  1030.08        500.000                 NaN            NaN            NaN  0.201554                 NaN            NaN   7.21541       0.984936E-004            NaN   6.70712        43.5412                 NaN   41.9142       0.420453     
  1027.57        500.000                 NaN            NaN            NaN  0.230248                 NaN            NaN   7.16780       0.601988E-004            NaN   6.70211        43.5493                 NaN   41.9283       0.422145     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.67402        1.88572                 NaN   6.75128        43.4495                 NaN   41.8338       0.405723     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.815256        6.79720                 NaN   6.78572        43.3604                 NaN   41.8468       0.394696     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46129        1.12432                 NaN   6.76832        43.4031                 NaN   41.8423       0.400650     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.42122        1.19237                 NaN   6.78892        43.3536                 NaN   41.8500       0.393880     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.53702       0.111079                 NaN   6.81230        43.2944                 NaN   41.8591       0.386105     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.83174       0.793113                 NaN   6.79461        43.3321                 NaN   41.8563       0.392111     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.80392       0.828339                 NaN   6.80024        43.3176                 NaN   41.8596       0.390303     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.39125        1.24215                 NaN   6.80151        43.3133                 NaN   41.8617       0.390044     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.64416        1.00963                 NaN   6.81637        43.2772                 NaN   41.8675       0.385091     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.60660        1.05169                 NaN   6.81970        43.2678                 NaN   41.8702       0.384053     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.36248        2.21438                 NaN   6.76703        43.3968                 NaN   41.8566       0.402679     
