|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             hed           
  1063.77        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.450167E-004            NaN   7.79435        43.2677        1.63791        19.6901       0.666413        19.8833     
  1062.25        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.457341E-004            NaN   7.79435        43.3329        1.63791        19.7216       0.569777        19.8833     
  1060.73        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.464630E-004            NaN   7.79435        43.3985        1.63791        19.7532       0.472473        19.8833     
  1059.21        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.472069E-004            NaN   7.79435        43.4646        1.63791        19.7851       0.374499        19.8833     
  1057.69        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.479630E-004            NaN   7.79435        43.5312        1.63791        19.8172       0.275854        19.8833     
  1056.17        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.487337E-004            NaN   7.79435        43.5982        1.63791        19.8495       0.176534        19.8833     
  1054.66        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06015       0.495182E-004            NaN   7.79435        43.6656        1.63791        19.8821       0.765401E-001   19.8833     
  1053.14        2500.00                 NaN            NaN            NaN            NaN            NaN   6.16270        30.2342                 NaN   11.3346        35.2584       0.314731        16.6954                 NaN            NaN
  1051.62        2500.00                 NaN            NaN            NaN            NaN            NaN   6.16719        30.2548                 NaN   11.3466        35.2363       0.310590        16.6845                 NaN            NaN
  1050.10        2500.00                 NaN            NaN            NaN            NaN            NaN   6.17216        30.2728                 NaN   11.3583        35.2160       0.306690        16.6741                 NaN            NaN
  1048.58        2500.00                 NaN            NaN            NaN            NaN            NaN   6.17577        30.2919                 NaN   11.3697        35.1954       0.302598        16.6646                 NaN            NaN
  1047.06        2500.00                 NaN            NaN            NaN            NaN            NaN   6.18072        30.3104                 NaN   11.3815        35.1747       0.298625        16.6540                 NaN            NaN
  1045.55        2500.00                 NaN            NaN            NaN            NaN            NaN   6.18556        30.3298                 NaN   11.3934        35.1535       0.294549        16.6432                 NaN            NaN
  1044.03        2500.00                 NaN            NaN            NaN            NaN            NaN   6.08369        30.6657                 NaN   11.4388        34.9566       0.276176        16.5790                 NaN            NaN
  1042.51        2500.00                 NaN            NaN            NaN            NaN            NaN   6.17236        30.5074                 NaN   11.4578        34.9970       0.253681        16.6116                 NaN            NaN
  1040.99        2500.00                 NaN            NaN            NaN            NaN            NaN   6.71812        24.2845        2.17036        10.6735        38.0032       0.697647        17.4527                 NaN            NaN
  1039.47        2500.00                 NaN            NaN            NaN            NaN            NaN   6.19204        30.1994                 NaN   11.4465        35.2028       0.273305        16.6859                 NaN            NaN
  1037.96        2500.00                 NaN            NaN            NaN            NaN            NaN   6.09351        30.6262                 NaN   11.4297        34.9896       0.293812        16.5672                 NaN            NaN
  1036.44        2500.00                 NaN            NaN            NaN            NaN            NaN   6.11570        30.6921                 NaN   11.5387        34.8424       0.218587        16.5925                 NaN            NaN
  1034.92        2500.00                 NaN            NaN            NaN            NaN            NaN   6.67489        21.7539        5.10312        10.7872        37.6779       0.645601        17.3574                 NaN            NaN
  1033.40        2500.00                 NaN            NaN            NaN            NaN            NaN   6.18666        30.4719                 NaN   11.4607        35.0184       0.277533        16.5848                 NaN            NaN
  1031.88        2500.00                 NaN            NaN            NaN            NaN            NaN   6.20478        30.2992                 NaN   11.4960        35.1031       0.253219        16.6437                 NaN            NaN
  1030.36        2500.00                 NaN            NaN            NaN            NaN            NaN   6.21339        30.3289                 NaN   11.5099        35.0726       0.250044        16.6252                 NaN            NaN
  1028.85        2500.00                 NaN            NaN            NaN            NaN            NaN   6.22102        30.3397                 NaN   11.5308        35.0518       0.242862        16.6138                 NaN            NaN
  1027.33        2500.00                 NaN            NaN            NaN            NaN            NaN   6.21686        30.3951                 NaN   11.5543        35.0018       0.232039        16.5999                 NaN            NaN
  1025.81        2500.00                 NaN            NaN            NaN            NaN            NaN   6.23051        30.4008                 NaN   11.5668        34.9905       0.231418        16.5799                 NaN            NaN
  1024.29        2500.00                 NaN            NaN            NaN            NaN            NaN   6.06194        30.9915                 NaN   11.5412        34.6557       0.211924        16.5377                 NaN            NaN
  1022.77        2500.00                 NaN            NaN            NaN            NaN            NaN   6.72523        23.0532        3.67617        10.8043        37.7425       0.648886        17.3496                 NaN            NaN
  1021.26        2500.00                 NaN            NaN            NaN            NaN            NaN   6.79492        26.2288       0.127595E-003   10.7041        38.1158       0.705131        17.4511                 NaN            NaN
  1019.74        2500.00                 NaN            NaN            NaN            NaN            NaN   6.72571        22.8190        3.96842        10.8271        37.6914       0.639544        17.3288                 NaN            NaN
  1018.22        2500.00                 NaN            NaN            NaN            NaN            NaN   6.13676        31.0053                 NaN   11.6350        34.5921       0.199046        16.4318                 NaN            NaN
  1016.70        2500.00                 NaN            NaN            NaN            NaN            NaN   6.13727        31.0517                 NaN   11.6461        34.5534       0.192014        16.4196                 NaN            NaN
  1015.18        2500.00                 NaN            NaN            NaN            NaN            NaN   6.25521        30.7696                 NaN   11.7023        34.6565       0.189031        16.4274                 NaN            NaN
  1013.66        2500.00                 NaN            NaN            NaN            NaN            NaN   6.22689        30.7745                 NaN   11.6919        34.6916       0.177285        16.4379                 NaN            NaN
  1012.15        2500.00                 NaN            NaN            NaN            NaN            NaN   6.22441        30.9171                 NaN   11.6935        34.5943       0.188004        16.3827                 NaN            NaN
  1010.63        2500.00                 NaN            NaN            NaN            NaN            NaN   6.30473        30.7858                 NaN   11.6739        34.6427       0.166829        16.4260                 NaN            NaN
  1009.11        2500.00                 NaN            NaN            NaN            NaN            NaN   6.70970        21.1709        5.93516        10.9297        37.4262       0.589268        17.2391                 NaN            NaN
  1007.59        2500.00                 NaN            NaN            NaN            NaN            NaN   6.19104        31.1794                 NaN   11.7976        34.3452       0.120922        16.3658                 NaN            NaN
  1006.07        2500.00                 NaN            NaN            NaN            NaN            NaN   6.18389        31.2468                 NaN   11.7394        34.3251       0.133717        16.3711                 NaN            NaN
  1004.55        2500.00                 NaN            NaN            NaN            NaN            NaN   6.08744        31.2789                 NaN   11.7534        34.3276       0.137111        16.4155                 NaN            NaN
  1003.04        2500.00                 NaN            NaN            NaN            NaN            NaN   6.26603        31.0388                 NaN   11.7933        34.4025       0.163249        16.3361                 NaN            NaN
  1001.52        2500.00                 NaN            NaN            NaN            NaN            NaN   6.27089        31.0704                 NaN   11.8085        34.3723       0.156961        16.3209                 NaN            NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   6.13979        31.3222                 NaN   11.7766        34.2766       0.129503        16.3553                 NaN            NaN
