|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             hed           
  1066.80        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59390       0.359669E-004            NaN   7.98231        47.9656       0.977049        21.9521       0.992672        15.5364     
  1065.28        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59407       0.365434E-004            NaN   7.98279        48.0399       0.977090        21.9866       0.882357        15.5371     
  1063.77        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59424       0.371309E-004            NaN   7.98328        48.1148       0.977131        22.0214       0.771278        15.5378     
  1062.25        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59441       0.377297E-004            NaN   7.98377        48.1902       0.977172        22.0564       0.659430        15.5385     
  1060.73        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59458       0.383381E-004            NaN   7.98426        48.2662       0.977214        22.0917       0.546813        15.5392     
  1059.21        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59475       0.389593E-004            NaN   7.98476        48.3426       0.977255        22.1273       0.433421        15.5399     
  1057.69        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59493       0.395907E-004            NaN   7.98526        48.4195       0.977297        22.1631       0.319253        15.5406     
  1056.17        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59510       0.402345E-004            NaN   7.98575        48.4970       0.977340        22.1991       0.204307        15.5413     
  1054.66        2500.00                 NaN            NaN            NaN            NaN            NaN   4.59528       0.408899E-004            NaN   7.98626        48.5750       0.977382        22.2354       0.885814E-001   15.5421     
  1053.14        2500.00                 NaN            NaN            NaN            NaN            NaN   4.05431        25.5078                 NaN   11.7389        39.6375       0.189830        18.8716                 NaN            NaN
  1051.62        2500.00                 NaN            NaN            NaN            NaN            NaN   4.05732        25.5310                 NaN   11.7518        39.6137       0.187336        18.8588                 NaN            NaN
  1050.10        2500.00                 NaN            NaN            NaN            NaN            NaN   4.06063        25.5519                 NaN   11.7643        39.5918       0.184986        18.8464                 NaN            NaN
  1048.58        2500.00                 NaN            NaN            NaN            NaN            NaN   4.06313        25.5717                 NaN   11.7768        39.5705       0.182524        18.8354                 NaN            NaN
  1047.06        2500.00                 NaN            NaN            NaN            NaN            NaN   4.06643        25.5931                 NaN   11.7894        39.5482       0.180131        18.8228                 NaN            NaN
  1045.55        2500.00                 NaN            NaN            NaN            NaN            NaN   4.06966        25.6152                 NaN   11.8022        39.5252       0.177675        18.8100                 NaN            NaN
  1044.03        2500.00                 NaN            NaN            NaN            NaN            NaN   4.00304        25.9341                 NaN   11.8506        39.3070       0.166610        18.7385                 NaN            NaN
  1042.51        2500.00                 NaN            NaN            NaN            NaN            NaN   4.06170        25.7801                 NaN   11.8716        39.3574       0.153052        18.7761                 NaN            NaN
  1040.99        2500.00                 NaN            NaN            NaN            NaN            NaN   4.39941        20.1825        1.82946        11.0056        42.5339       0.418870        19.6303                 NaN            NaN
  1039.47        2500.00                 NaN            NaN            NaN            NaN            NaN   4.07188        25.5029                 NaN   11.8523        39.5625       0.164782        18.8456                 NaN            NaN
  1037.96        2500.00                 NaN            NaN            NaN            NaN            NaN   4.01037        25.8852                 NaN   11.8449        39.3561       0.177292        18.7261                 NaN            NaN
  1036.44        2500.00                 NaN            NaN            NaN            NaN            NaN   4.02428        25.9532                 NaN   11.9561        39.1839       0.131877        18.7506                 NaN            NaN
  1034.92        2500.00                 NaN            NaN            NaN            NaN            NaN   4.37295        18.0976        4.29529        11.1286        42.1898       0.387793        19.5281                 NaN            NaN
  1033.40        2500.00                 NaN            NaN            NaN            NaN            NaN   4.07141        25.7535                 NaN   11.8771        39.3881       0.167460        18.7424                 NaN            NaN
  1031.88        2500.00                 NaN            NaN            NaN            NaN            NaN   4.08098        25.6015                 NaN   11.9072        39.4604       0.152702        18.7973                 NaN            NaN
  1030.36        2500.00                 NaN            NaN            NaN            NaN            NaN   4.08669        25.6380                 NaN   11.9220        39.4268       0.150790        18.7758                 NaN            NaN
  1028.85        2500.00                 NaN            NaN            NaN            NaN            NaN   4.09167        25.6525                 NaN   11.9438        39.4037       0.146458        18.7620                 NaN            NaN
  1027.33        2500.00                 NaN            NaN            NaN            NaN            NaN   4.08928        25.7029                 NaN   11.9694        39.3515       0.139944        18.7470                 NaN            NaN
  1025.81        2500.00                 NaN            NaN            NaN            NaN            NaN   4.09822        25.7175                 NaN   11.9826        39.3387       0.139569        18.7235                 NaN            NaN
  1024.29        2500.00                 NaN            NaN            NaN            NaN            NaN   3.99096        26.2228                 NaN   11.9672        38.9992       0.127928        18.6919                 NaN            NaN
  1022.77        2500.00                 NaN            NaN            NaN            NaN            NaN   4.40494        19.1966        3.09713        11.1459        42.2574       0.389695        19.5083                 NaN            NaN
  1021.26        2500.00                 NaN            NaN            NaN            NaN            NaN   4.44797        21.8313       0.107465E-003   11.0363        42.6511       0.423227        19.6100                 NaN            NaN
  1019.74        2500.00                 NaN            NaN            NaN            NaN            NaN   4.40546        19.0080        3.34455        11.1705        42.2032       0.384107        19.4842                 NaN            NaN
  1018.22        2500.00                 NaN            NaN            NaN            NaN            NaN   4.04027        26.2749                 NaN   12.0658        38.9295       0.120159        18.5694                 NaN            NaN
  1016.70        2500.00                 NaN            NaN            NaN            NaN            NaN   4.04082        26.3208                 NaN   12.0782        38.8886       0.115920        18.5558                 NaN            NaN
  1015.18        2500.00                 NaN            NaN            NaN            NaN            NaN   4.11796        26.0700                 NaN   12.1353        39.0012       0.114106        18.5615                 NaN            NaN
  1013.66        2500.00                 NaN            NaN            NaN            NaN            NaN   4.09790        26.0818                 NaN   12.1206        39.0265       0.106979        18.5662                 NaN            NaN
  1012.15        2500.00                 NaN            NaN            NaN            NaN            NaN   4.09768        26.2215                 NaN   12.1267        38.9312       0.113487        18.5094                 NaN            NaN
  1010.63        2500.00                 NaN            NaN            NaN            NaN            NaN   4.14943        26.1188                 NaN   12.1034        38.9751       0.100678        18.5526                 NaN            NaN
  1009.11        2500.00                 NaN            NaN            NaN            NaN            NaN   4.39725        17.6332        5.01103        11.2841        41.9329       0.354107        19.3875                 NaN            NaN
  1007.59        2500.00                 NaN            NaN            NaN            NaN            NaN   4.07633        26.4642                 NaN   12.2374        38.6582       0.730061E-001   18.4908                 NaN            NaN
  1006.07        2500.00                 NaN            NaN            NaN            NaN            NaN   4.07212        26.5294                 NaN   12.1788        38.6407       0.807407E-001   18.4983                 NaN            NaN
  1004.55        2500.00                 NaN            NaN            NaN            NaN            NaN   4.00881        26.5183                 NaN   12.1943        38.6472       0.827947E-001   18.5486                 NaN            NaN
  1003.04        2500.00                 NaN            NaN            NaN            NaN            NaN   4.12620        26.3534                 NaN   12.2353        38.7294       0.985740E-001   18.4571                 NaN            NaN
  1001.52        2500.00                 NaN            NaN            NaN            NaN            NaN   4.12951        26.3873                 NaN   12.2518        38.6970       0.947803E-001   18.4397                 NaN            NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   4.04391        26.5783                 NaN   12.2211        38.5974       0.782143E-001   18.4810                 NaN            NaN
