|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   2.66248                 NaN            NaN   4.85720                 NaN   7.17243       0.503382        43.4767        41.3278     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   2.66773                 NaN            NaN   4.84971                 NaN   7.17339       0.503499        43.4728        41.3329     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   2.67489                 NaN            NaN   4.83816                 NaN   7.17384       0.503847        43.4707        41.3386     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   2.70504                 NaN            NaN   4.79940                 NaN   7.17587       0.503163        43.4602        41.3563     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   2.68833                 NaN            NaN   4.81717                 NaN   7.17506       0.504440        43.4653        41.3497     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   2.71652                 NaN            NaN   4.78220                 NaN   7.17760       0.503533        43.4535        41.3667     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   2.69842                 NaN            NaN   4.80283                 NaN   7.17703       0.504653        43.4575        41.3596     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   2.71080                 NaN            NaN   4.77966                 NaN   7.17571       0.505677        43.4613        41.3668     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   2.74252                 NaN            NaN   4.71357                 NaN   7.16940       0.509267        43.4846        41.3807     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   2.73690                 NaN            NaN   4.75304                 NaN   7.18172       0.504006        43.4378        41.3865     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.74024                 NaN            NaN   4.74954                 NaN   7.18324       0.503906        43.4322        41.3909     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.74623                 NaN            NaN   4.74024                 NaN   7.18402       0.504154        43.4292        41.3962     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.75079                 NaN            NaN   4.73405                 NaN   7.18521       0.504220        43.4248        41.4009     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   2.72567                 NaN            NaN   4.76919                 NaN   7.18574       0.504519        43.4235        41.3914     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   2.73520                 NaN            NaN   4.75228                 NaN   7.18564       0.505234        43.4238        41.3979     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   2.76615                 NaN            NaN   4.71167                 NaN   7.18829       0.504664        43.4133        41.4159     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   2.74463                 NaN            NaN   4.73953                 NaN   7.18789       0.505420        43.4148        41.4077     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   2.77269                 NaN            NaN   4.70497                 NaN   7.19146       0.504473        43.4018        41.4247     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   2.74787                 NaN            NaN   4.73919                 NaN   7.19173       0.504835        43.4012        41.4152     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   2.75633                 NaN            NaN   4.72469                 NaN   7.19214       0.505406        43.3999        41.4215     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   2.78511                 NaN            NaN   4.68900                 NaN   7.19549       0.504564        43.3871        41.4387     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   2.79094                 NaN            NaN   4.67979                 NaN   7.19630       0.504841        43.3842        41.4439     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   2.79487                 NaN            NaN   4.67490                 NaN   7.19772       0.504852        43.3791        41.4485     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   2.77311                 NaN            NaN   4.70307                 NaN   7.19670       0.505630        43.3811        41.4404     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   2.80257                 NaN            NaN   4.66549                 NaN   7.20063       0.504859        43.3687        41.4577     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.80634                 NaN            NaN   4.66096                 NaN   7.20213       0.504854        43.3634        41.4623     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   2.81002                 NaN            NaN   4.65637                 NaN   7.20379       0.504789        43.3574        41.4677     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   2.78267                 NaN            NaN   4.69712                 NaN   7.20469       0.504631        43.3542        41.4566     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   2.78559                 NaN            NaN   4.69404                 NaN   7.20616       0.504541        43.3488        41.4609     
