|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.75/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1080.20        2500.00                 NaN            NaN            NaN            NaN   4.66620                 NaN            NaN   5.05164                 NaN   7.69583        45.9433        1.55932        33.0101        2.07365     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   4.62170                 NaN            NaN   5.17459                 NaN   7.69847        45.9433        1.55805        32.9965        2.00734     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   4.63411                 NaN            NaN   5.24536                 NaN   7.71147        45.9090        1.55249        33.0060        1.94155     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   4.62289                 NaN            NaN   5.19982                 NaN   7.69615        45.9373        1.55861        32.9984        1.98688     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   4.62337                 NaN            NaN   5.29037                 NaN   7.70784        45.9058        1.55467        33.0046        1.91343     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   4.63432                 NaN            NaN   5.19422                 NaN   7.69958        45.9285        1.55867        33.0042        1.98053     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   4.64307                 NaN            NaN   5.19446                 NaN   7.69762        45.9271        1.55976        33.0075        1.97055     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   4.63803                 NaN            NaN   5.23452                 NaN   7.70266        45.9174        1.55733        33.0073        1.94273     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   4.63950                 NaN            NaN   5.25514                 NaN   7.70409        45.9122        1.55667        33.0087        1.92373     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   4.65039                 NaN            NaN   5.23005                 NaN   7.70532        45.9039        1.55650        33.0138        1.94010     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   4.64148                 NaN            NaN   5.28633                 NaN   7.71416        45.8913        1.55302        33.0130        1.90073     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   4.65622                 NaN            NaN   5.34001                 NaN   7.71274        45.8877        1.55365        33.0183        1.83135     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   4.66010                 NaN            NaN   5.34574                 NaN   7.71194        45.8687        1.55355        33.0236        1.83643     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   4.66298                 NaN            NaN   5.29887                 NaN   7.70894        45.9006        1.55335        33.0168        1.85852     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   4.64803                 NaN            NaN   5.61838                 NaN   7.73623        45.8204        1.54356        33.0282        1.60522     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   4.65755                 NaN            NaN   5.39945                 NaN   7.71587        45.8666        1.55191        33.0227        1.78587     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   4.65857                 NaN            NaN   5.42531                 NaN   7.71656        45.8615        1.55176        33.0242        1.76214     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   4.65055                 NaN            NaN   5.70901                 NaN   7.73724        45.8051        1.54367        33.0325        1.52195     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   4.65564                 NaN            NaN   5.70498                 NaN   7.74003        45.7999        1.54236        33.0347        1.52239     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   4.64205                 NaN            NaN   5.65404                 NaN   7.73616        45.7959        1.54317        33.0317        1.59695     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   4.65399                 NaN            NaN   5.61374                 NaN   7.73293        45.8018        1.54414        33.0339        1.61946     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   4.65898                 NaN            NaN   5.60286                 NaN   7.73120        45.8050        1.54435        33.0346        1.62304     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   4.67871                 NaN            NaN   5.60741                 NaN   7.73110        45.8126        1.54776        33.0409        1.58154     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   4.66234                 NaN            NaN   5.72562                 NaN   7.74171        45.7877        1.54137        33.0388        1.50250     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   4.67569                 NaN            NaN   5.59617                 NaN   7.72887        45.8124        1.54698        33.0390        1.60092     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   4.65770                 NaN            NaN   5.87575                 NaN   7.75457        45.7475        1.53508        33.0442        1.38518     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   4.66187                 NaN            NaN   5.90334                 NaN   7.75018        45.7414        1.53802        33.0482        1.35699     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   4.66620                 NaN            NaN   5.93369                 NaN   7.74923        45.7283        1.53790        33.0521        1.33258     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   4.65934                 NaN            NaN   6.07464                 NaN   7.76051        45.6952        1.53398        33.0565        1.21981     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   4.66870                 NaN            NaN   6.05231                 NaN   7.75934        45.6984        1.53478        33.0589        1.22758     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   4.69140                 NaN            NaN   5.71369                 NaN   7.74434        45.7749        1.54068        33.0503        1.48470     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   4.68382                 NaN            NaN   5.87205                 NaN   7.75365        45.7384        1.53531        33.0541        1.36264     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   4.69002                 NaN            NaN   5.93272                 NaN   7.73963        45.7541        1.54321        33.0551        1.28517     
