|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        pxmn           ilm            q             
  1029.91        2500.00                 NaN            NaN   6.09755                 NaN   8.10931                 NaN            NaN   8.76496                 NaN   43.8258                 NaN   1.51110        31.6913     
  1028.34        2500.00                 NaN            NaN   6.09756                 NaN   8.10930                 NaN            NaN   8.76496                 NaN   43.8258                 NaN   1.51111        31.6913     
  1026.77        2500.00                 NaN            NaN   6.09756                 NaN   8.10930                 NaN            NaN   8.76497                 NaN   43.8258                 NaN   1.51111        31.6913     
  1025.19        2500.00                 NaN            NaN   6.09756                 NaN   8.10929                 NaN            NaN   8.76497                 NaN   43.8258                 NaN   1.51111        31.6913     
  1023.62        2500.00                 NaN            NaN   6.09757                 NaN   8.10929                 NaN            NaN   8.76498                 NaN   43.8258                 NaN   1.51111        31.6913     
  1022.04        2500.00                 NaN            NaN   6.09757                 NaN   8.10928                 NaN            NaN   8.76498                 NaN   43.8258                 NaN   1.51111        31.6913     
  1020.47        2500.00                 NaN            NaN   6.09757                 NaN   8.10928                 NaN            NaN   8.76499                 NaN   43.8258                 NaN   1.51112        31.6913     
  1018.89        2500.00                 NaN            NaN   6.09758                 NaN   8.10928                 NaN            NaN   8.76499                 NaN   43.8257                 NaN   1.51112        31.6913     
  1017.32        2500.00                 NaN            NaN   6.09758                 NaN   8.10927                 NaN            NaN   8.76500                 NaN   43.8257                 NaN   1.51112        31.6913     
  1015.74        2500.00                 NaN            NaN   6.09758                 NaN   8.10927                 NaN            NaN   8.76500                 NaN   43.8257                 NaN   1.51112        31.6913     
  1014.17        2500.00                 NaN            NaN   6.09759                 NaN   8.10926                 NaN            NaN   8.76501                 NaN   43.8257                 NaN   1.51113        31.6913     
  1012.60        2500.00                 NaN            NaN   6.09759                 NaN   8.10926                 NaN            NaN   8.76501                 NaN   43.8257                 NaN   1.51113        31.6913     
  1011.02        2500.00                 NaN            NaN   6.09760                 NaN   8.10925                 NaN            NaN   8.76502                 NaN   43.8257                 NaN   1.51113        31.6913     
  1009.45        2500.00                 NaN            NaN   6.09760                 NaN   8.10925                 NaN            NaN   8.76502                 NaN   43.8257                 NaN   1.51113        31.6913     
  1007.87        2500.00                 NaN            NaN   6.09760                 NaN   8.10924                 NaN            NaN   8.76503                 NaN   43.8257                 NaN   1.51113        31.6913     
  1006.30        2500.00                 NaN            NaN   6.09761                 NaN   8.10924                 NaN            NaN   8.76503                 NaN   43.8257                 NaN   1.51114        31.6913     
  1004.72        2500.00                 NaN            NaN   6.09761                 NaN   8.10924                 NaN            NaN   8.76504                 NaN   43.8257                 NaN   1.51114        31.6913     
  1003.15        2500.00                 NaN            NaN   6.09761                 NaN   8.10923                 NaN            NaN   8.76504                 NaN   43.8257                 NaN   1.51114        31.6913     
  1001.57        2500.00                 NaN            NaN   6.09762                 NaN   8.10923                 NaN            NaN   8.76505                 NaN   43.8257                 NaN   1.51114        31.6913     
  1000.00        2500.00                 NaN            NaN   6.09762                 NaN   8.10922                 NaN            NaN   8.76505                 NaN   43.8257                 NaN   1.51114        31.6913     
