|6.6.6
Archiving\03_Data\frac/QFM_m4.75/LAR/LAR_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.55087        4.07301                 NaN   8.21531        46.6290       0.638595        33.8932     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.55757        4.07070                 NaN   8.22022        46.6183       0.637433        33.8958     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.56103        4.07161                 NaN   8.22500        46.6077       0.636298        33.8984     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.56976        4.06710                 NaN   8.22987        46.5973       0.635115        33.9009     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.57702        4.06448                 NaN   8.23487        46.5861       0.633930        33.9036     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59369        4.05220                 NaN   8.23985        46.5754       0.632738        33.9061     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59705        4.05328                 NaN   8.24468        46.5647       0.631590        33.9088     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.60933        4.04566                 NaN   8.24971        46.5535       0.630348        33.9114     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.60446        4.05514                 NaN   8.25442        46.5428       0.629182        33.9140     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.60320        4.06096                 NaN   8.25914        46.5320       0.628013        33.9167     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.60566        4.06308                 NaN   8.26392        46.5212       0.626828        33.9193     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.60869        4.06476                 NaN   8.26882        46.5101       0.625622        33.9220     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.61215        4.06608                 NaN   8.27372        46.4990       0.624388        33.9247     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.60948        4.07347                 NaN   8.27840        46.4881       0.623218        33.9274     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.61390        4.07381                 NaN   8.28322        46.4770       0.621994        33.9300     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.62364        4.06878                 NaN   8.28821        46.4659       0.620748        33.9327     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.61765        4.07948                 NaN   8.29262        46.4552       0.619619        33.9354     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.26448        4.45035                 NaN   8.30137        46.4256       0.616639        33.9416     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.61366        4.09327                 NaN   8.30207        46.4329       0.617178        33.9409     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59785        4.11391                 NaN   8.30636        46.4222       0.616040        33.9437     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.61296        4.10394                 NaN   8.31161        46.4104       0.614692        33.9464     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59535        4.12659                 NaN   8.31605        46.3993       0.613520        33.9492     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.60923        4.11767                 NaN   8.32105        46.3879       0.612220        33.9519     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59806        4.13384                 NaN   8.32556        46.3768       0.611029        33.9547     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59712        4.13991                 NaN   8.33034        46.3654       0.609771        33.9575     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.30419        4.44988                 NaN   8.33907        46.3365       0.606941        33.9634     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59398        4.15329                 NaN   8.33982        46.3426       0.607263        33.9630     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59120        4.16134                 NaN   8.34463        46.3310       0.605988        33.9659     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.58746        4.17035                 NaN   8.34936        46.3194       0.604727        33.9687     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.57087        4.19214                 NaN   8.35372        46.3081       0.603548        33.9716     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.57199        4.19631                 NaN   8.35859        46.2965       0.602246        33.9744     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.57460        4.19986                 NaN   8.36422        46.2836       0.600595        33.9771     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.57480        4.20402                 NaN   8.36903        46.2725       0.599634        33.9800     
