|6.6.6
Archiving\03_Data\frac/QFM_m4.75/LAR/LAR_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.91448        5.36229                 NaN   8.39504        43.9367        1.12014        32.2714     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.92357        5.35836                 NaN   8.40009        43.9275        1.11814        32.2724     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.92835        5.35873                 NaN   8.40499        43.9184        1.11619        32.2733     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.94017        5.35188                 NaN   8.41001        43.9096        1.11415        32.2742     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.94999        5.34755                 NaN   8.41514        43.8999        1.11211        32.2753     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97236        5.33035                 NaN   8.42025        43.8907        1.11006        32.2762     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97704        5.33089                 NaN   8.42521        43.8816        1.10808        32.2772     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99352        5.31991                 NaN   8.43038        43.8720        1.10594        32.2783     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.98730        5.33149                 NaN   8.43522        43.8628        1.10394        32.2793     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.98587        5.33826                 NaN   8.44006        43.8536        1.10192        32.2803     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.98941        5.34008                 NaN   8.44498        43.8443        1.09988        32.2814     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99364        5.34135                 NaN   8.45001        43.8348        1.09780        32.2824     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99846        5.34211                 NaN   8.45504        43.8252        1.09568        32.2835     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99518        5.35090                 NaN   8.45984        43.8159        1.09366        32.2846     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.00127        5.35035                 NaN   8.46480        43.8064        1.09155        32.2856     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.01447        5.34268                 NaN   8.46992        43.7969        1.08940        32.2867     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.00674        5.35590                 NaN   8.47445        43.7877        1.08746        32.2878     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.52676        5.85624                 NaN   8.48327        43.7599        1.08224        32.2916     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.00177        5.37228                 NaN   8.48415        43.7686        1.08325        32.2900     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.98108        5.39858                 NaN   8.48856        43.7593        1.08129        32.2912     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.00116        5.38449                 NaN   8.49395        43.7492        1.07896        32.2923     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97799        5.41350                 NaN   8.49851        43.7396        1.07694        32.2935     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99656        5.40070                 NaN   8.50364        43.7298        1.07469        32.2946     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.98199        5.42107                 NaN   8.50828        43.7203        1.07264        32.2957     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.98090        5.42810                 NaN   8.51319        43.7104        1.07047        32.2969     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.58073        5.84781                 NaN   8.52198        43.6834        1.06552        32.3006     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97712        5.44374                 NaN   8.52292        43.6908        1.06614        32.2993     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97359        5.45338                 NaN   8.52786        43.6808        1.06393        32.3005     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.96881        5.46423                 NaN   8.53271        43.6708        1.06176        32.3017     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.94708        5.49196                 NaN   8.53719        43.6611        1.05972        32.3029     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.94874        5.49642                 NaN   8.54219        43.6510        1.05747        32.3041     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.95219        5.50001                 NaN   8.54797        43.6399        1.05461        32.3053     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.95295        5.50430                 NaN   8.55290        43.6303        1.05296        32.3066     
