|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/YM20/YM20_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1023.52        500.000                 NaN            NaN            NaN   1.82322        8.76645                 NaN            NaN   7.19273                 NaN   41.1678       0.628843        40.4209                 NaN
  1022.05        500.000                 NaN            NaN            NaN   1.74343        8.89583                 NaN            NaN   7.21035                 NaN   41.1302       0.618670        40.4016                 NaN
  1020.58        500.000                 NaN            NaN            NaN   1.88521        8.67546                 NaN            NaN   7.18519                 NaN   41.1829       0.633455        40.4377                 NaN
  1019.11        500.000                 NaN            NaN            NaN   1.89876        8.65750                 NaN            NaN   7.18478                 NaN   41.1834       0.633805        40.4418                 NaN
  1017.64        500.000                 NaN            NaN            NaN   1.94930        8.58079                 NaN            NaN   7.17702                 NaN   41.1994       0.638439        40.4550                 NaN
  1016.17        500.000                 NaN            NaN            NaN   1.95493        6.06051        2.40573                 NaN   7.11220                 NaN   41.3567       0.673304        40.4366                 NaN
  1014.70        500.000                 NaN            NaN            NaN   1.91692        8.63943                 NaN            NaN   7.18799                 NaN   41.1751       0.632244        40.4483                 NaN
  1013.23        500.000                 NaN            NaN            NaN   1.94614        8.59657                 NaN            NaN   7.18442                 NaN   41.1822       0.634430        40.4563                 NaN
  1011.76        500.000                 NaN            NaN            NaN   2.04910        8.43575                 NaN            NaN   7.16585                 NaN   41.2214       0.645424        40.4825                 NaN
  1010.29        500.000                 NaN            NaN            NaN   2.00063        8.51691                 NaN            NaN   7.17794                 NaN   41.1949       0.638424        40.4712                 NaN
  1008.82        500.000                 NaN            NaN            NaN   2.02987        8.47378                 NaN            NaN   7.17423                 NaN   41.2023       0.640701        40.4791                 NaN
  1007.35        500.000                 NaN            NaN            NaN   2.05072        8.44401                 NaN            NaN   7.17219                 NaN   41.2062       0.641995        40.4849                 NaN
  1005.88        500.000                 NaN            NaN            NaN   2.12860        8.32198                 NaN            NaN   7.15797                 NaN   41.2364       0.650406        40.5047                 NaN
  1004.41        500.000                 NaN            NaN            NaN   2.15614        8.28113                 NaN            NaN   7.15437                 NaN   41.2436       0.652620        40.5121                 NaN
  1002.94        500.000                 NaN            NaN            NaN   2.18010        8.24685                 NaN            NaN   7.15156                 NaN   41.2487       0.654171        40.5186                 NaN
  1001.47        500.000                 NaN            NaN            NaN   2.20519        8.20879                 NaN            NaN   7.14823                 NaN   41.2560       0.656416        40.5254                 NaN
  1000.00        500.000                 NaN            NaN            NaN   2.15945        8.28724                 NaN            NaN   7.16059                 NaN   41.2283       0.649295        40.5151                 NaN
