|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1023.90        500.000                 NaN            NaN            NaN            NaN   2.18290        4.94293                 NaN            NaN   6.82465       0.457343        44.3677        41.2245                 NaN
  1022.49        500.000                 NaN            NaN            NaN            NaN   2.18285        4.94278                 NaN            NaN   6.82461       0.457333        44.3670        41.2254                 NaN
  1021.09        500.000                 NaN            NaN            NaN            NaN   2.18279        4.94264                 NaN            NaN   6.82458       0.457323        44.3664        41.2263                 NaN
  1019.68        500.000                 NaN            NaN            NaN            NaN   2.18273        4.94249                 NaN            NaN   6.82455       0.457313        44.3657        41.2272                 NaN
  1018.27        500.000                 NaN            NaN            NaN            NaN   2.18267        4.94235                 NaN            NaN   6.82451       0.457302        44.3650        41.2282                 NaN
  1016.87        500.000                 NaN            NaN            NaN            NaN   2.18261        4.94221                 NaN            NaN   6.82448       0.457292        44.3643        41.2291                 NaN
  1015.46        500.000                 NaN            NaN            NaN            NaN   2.20396        4.92577                 NaN            NaN   6.83457       0.457331        44.3299        41.2484                 NaN
  1014.06        500.000                 NaN            NaN            NaN            NaN   2.14658        5.04683                 NaN            NaN   6.85129       0.448254        44.2815        41.2255                 NaN
  1012.65        500.000                 NaN            NaN            NaN            NaN   2.15064        5.04075                 NaN            NaN   6.85147       0.448384        44.2800        41.2287                 NaN
  1011.25        500.000                 NaN            NaN            NaN            NaN   2.15466        5.03480                 NaN            NaN   6.85167       0.448507        44.2784        41.2319                 NaN
  1009.84        500.000                 NaN            NaN            NaN            NaN   2.15858        5.02904                 NaN            NaN   6.85189       0.448612        44.2768        41.2350                 NaN
  1008.43        500.000                 NaN            NaN            NaN            NaN   2.16256        5.02319                 NaN            NaN   6.85211       0.448736        44.2752        41.2382                 NaN
  1007.03        500.000                 NaN            NaN            NaN            NaN   2.16642        5.01754                 NaN            NaN   6.85232       0.448854        44.2735        41.2414                 NaN
  1005.62        500.000                 NaN            NaN            NaN            NaN   2.17026        5.01193                 NaN            NaN   6.85259       0.448956        44.2718        41.2445                 NaN
  1004.22        500.000                 NaN            NaN            NaN            NaN   2.17410        5.00639                 NaN            NaN   6.85288       0.449053        44.2699        41.2476                 NaN
  1002.81        500.000                 NaN            NaN            NaN            NaN   2.17917        4.99917                 NaN            NaN   6.85347       0.449084        44.2677        41.2514                 NaN
  1001.41        500.000                 NaN            NaN            NaN            NaN   2.18285        4.99381                 NaN            NaN   6.85371       0.449214        44.2659        41.2545                 NaN
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.18707        4.98790                 NaN            NaN   6.85411       0.449293        44.2638        41.2579                 NaN
