|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1022.49        500.000                 NaN            NaN            NaN            NaN   3.56310        6.53699                 NaN            NaN   7.06817       0.814478        42.3171        39.7001                 NaN
  1021.09        500.000                 NaN            NaN            NaN            NaN   3.56310        6.53699                 NaN            NaN   7.06817       0.814478        42.3171        39.7001                 NaN
  1019.68        500.000                 NaN            NaN            NaN            NaN   3.56310        6.53699                 NaN            NaN   7.06817       0.814478        42.3171        39.7001                 NaN
  1018.27        500.000                 NaN            NaN            NaN            NaN   3.56310        6.53699                 NaN            NaN   7.06817       0.814478        42.3171        39.7001                 NaN
  1016.87        500.000                 NaN            NaN            NaN            NaN   3.56310        6.53699                 NaN            NaN   7.06817       0.814478        42.3171        39.7001                 NaN
  1015.46        500.000                 NaN            NaN            NaN            NaN   3.59816        6.50305                 NaN            NaN   7.07885       0.814590        42.2864        39.7190                 NaN
  1014.06        500.000                 NaN            NaN            NaN            NaN   3.50435        6.67012                 NaN            NaN   7.09574       0.798387        42.2381        39.6933                 NaN
  1012.65        500.000                 NaN            NaN            NaN            NaN   3.51109        6.66117                 NaN            NaN   7.09598       0.798638        42.2374        39.6957                 NaN
  1011.25        500.000                 NaN            NaN            NaN            NaN   3.51775        6.65237                 NaN            NaN   7.09624       0.798879        42.2367        39.6980                 NaN
  1009.84        500.000                 NaN            NaN            NaN            NaN   3.52426        6.64382                 NaN            NaN   7.09654       0.799087        42.2360        39.7003                 NaN
  1008.43        500.000                 NaN            NaN            NaN            NaN   3.53087        6.63512                 NaN            NaN   7.09683       0.799329        42.2352        39.7026                 NaN
  1007.03        500.000                 NaN            NaN            NaN            NaN   3.53728        6.62672                 NaN            NaN   7.09711       0.799560        42.2345        39.7049                 NaN
  1005.62        500.000                 NaN            NaN            NaN            NaN   3.54367        6.61837                 NaN            NaN   7.09745       0.799763        42.2336        39.7071                 NaN
  1004.22        500.000                 NaN            NaN            NaN            NaN   3.55004        6.61010                 NaN            NaN   7.09781       0.799956        42.2327        39.7094                 NaN
  1002.81        500.000                 NaN            NaN            NaN            NaN   3.55844        6.59935                 NaN            NaN   7.09849       0.800033        42.2313        39.7124                 NaN
  1001.41        500.000                 NaN            NaN            NaN            NaN   3.56456        6.59133                 NaN            NaN   7.09879       0.800286        42.2305        39.7145                 NaN
  1000.00        500.000                 NaN            NaN            NaN            NaN   3.57156        6.58243                 NaN            NaN   7.09927       0.800447        42.2292        39.7171                 NaN
