|6.6.6
Archiving\03_Data\frac/QFM_m5/KHA22/KHA22_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3972        8.68818        10.0739        46.4551        2.91535        17.3216       0.148601     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.66002        14.6022        10.1362        46.4047        2.86753        17.3293                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6279        8.61858        10.1549        46.3951        2.86966        17.3339                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6972        8.54895        10.2001        46.3535        2.86515        17.3350                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.49573        14.7948        10.2512        46.2836        2.84930        17.3253                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8327        8.46909        10.2888        46.2435        2.84314        17.3227                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8882        8.41358        10.3253        46.2096        2.83932        17.3239                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9638        8.33376        10.3580        46.1819        2.83646        17.3261                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0193        8.31229        10.4073        46.1191        2.82374        17.3183                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0441        8.21891        10.5068        46.0650        2.82892        17.3362                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1493        8.20789        10.4845        46.0346        2.80947        17.3143                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2019        8.16332        10.5157        46.0024        2.80449        17.3122                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.09077        15.2881        10.5667        45.9482        2.79539        17.3110                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3549        8.04692        10.6139        45.8938        2.78481        17.3057                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.96480        15.4419        10.6516        45.8578        2.77785        17.3061                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5197        7.91167        10.7017        45.7984        2.76729        17.3013                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5716        7.84158        10.7434        45.7709        2.76622        17.3063                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6674        7.79851        10.7892        45.7010        2.74900        17.2949                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7215        7.72870        10.8314        45.6719        2.74718        17.2994                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8030        7.67520        10.8806        45.6127        2.73461        17.2939                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.61597        15.8761        10.9086        45.5790        2.72813        17.2922                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.64269        15.8863        10.9431        45.5312        2.71145        17.2853                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0833        7.48882        11.0175        45.4390        2.69598        17.2755                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1345        7.44022        11.0581        45.4008        2.69066        17.2758                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2174        7.39632        11.1071        45.3371        2.67569        17.2664                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3686        7.29943        11.1706        45.2505        2.65495        17.2560                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4609        7.20521        11.2093        45.2168        2.64938        17.2584                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4904        7.19121        11.2514        45.1717        2.64085        17.2544                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5131        7.17418        11.2751        45.1489        2.63324        17.2555                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.05604        16.7067        11.3587        45.0322        2.60821        17.2382                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.7659        7.00128        11.4003        44.9941        2.60118        17.2373                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.8568        6.93897        11.4500        44.9348        2.58785        17.2316                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.9554        6.86993        11.5011        44.8738        2.57385        17.2259                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.0368        6.81074        11.5453        44.8229        2.56126        17.2230                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.0907        6.76951        11.6061        44.7629        2.55142        17.2193                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.2639        6.63502        11.6490        44.7040        2.53484        17.2133                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.3717        6.56603        11.7058        44.6331        2.51770        17.2057                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.7729        7.00889        11.5748        44.8273        2.57807        17.2381                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.7818        7.00388        11.5777        44.8224        2.57726        17.2370                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.37081        17.6878        11.8733        44.4219        2.46562        17.1806                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.8008        6.29726        11.9291        44.3521        2.44809        17.1727                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.22553        17.9113        11.9857        44.2817        2.43053        17.1652                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.0168        6.15741        12.0375        44.2170        2.41348        17.1578                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.0496        6.14577        12.0670        44.1802        2.40211        17.1553                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.97985        18.2941        12.1647        44.0535        2.37093        17.1370                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.1847        6.09137        12.1594        44.0573        2.36982        17.1374                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.3764        5.95716        12.2344        43.9615        2.34505        17.1256                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.5337        5.85007        12.3035        43.8746        2.32280        17.1153                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.6862        5.74829        12.3713        43.7888        2.30042        17.1051                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.8352        5.65051        12.4379        43.7037        2.27789        17.0947                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.9434        5.58033        12.4943        43.6341        2.26068        17.0872                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   19.1965        5.41609        12.5879        43.5074        2.22333        17.0688                 NaN
