|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1061.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.77914       0.933446                 NaN            NaN   6.68941       0.416745        43.4223        41.7590     
  1060.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.08156        5.62466                 NaN            NaN   6.69024       0.416627        43.4287        41.7582     
  1058.95        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.84752       0.868882                 NaN            NaN   6.69185       0.415890        43.4141        41.7618     
  1057.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.58281       0.995185        5.12889                 NaN   6.69114       0.416417        43.4251        41.7605     
  1056.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.71378        2.00978                 NaN            NaN   6.70334       0.412228        43.3966        41.7643     
  1054.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.75549        1.97068                 NaN            NaN   6.70532       0.411601        43.3911        41.7659     
  1053.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43509        2.29271                 NaN            NaN   6.70668       0.411204        43.3871        41.7672     
  1051.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.12795        1.60428                 NaN            NaN   6.70981       0.410154        43.3787        41.7691     
  1050.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.17978        1.38485        4.14855                 NaN   6.69759       0.414524        43.4080        41.7667     
  1048.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.35509        1.48815        3.87108                 NaN   6.69877       0.414108        43.4048        41.7679     
  1047.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.46769        1.53624        3.71185                 NaN   6.70030       0.413759        43.4010        41.7692     
  1046.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.62130        1.61727        3.47808                 NaN   6.70150       0.413430        43.3980        41.7705     
  1044.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.67822        1.74723        3.29998                 NaN   6.70801       0.411338        43.3818        41.7734     
  1043.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.78125        1.80235        3.14224                 NaN   6.70965       0.410931        43.3792        41.7744     
  1041.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.61856        3.79537        1.31889                 NaN   6.71341       0.409693        43.3673        41.7768     
  1040.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.64364        3.78616        1.30553                 NaN   6.71552       0.409033        43.3618        41.7783     
  1038.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.38517        1.98636        2.35620                 NaN   6.71066       0.410518        43.3734        41.7777     
  1037.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.70324        3.72177        1.32354                 NaN   6.72505       0.405789        43.3379        41.7827     
  1035.95        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.77846        3.76205        1.20327                 NaN   6.72177       0.407141        43.3441        41.7832     
  1034.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.78617        3.76599        1.19228                 NaN   6.72308       0.406716        43.3416        41.7842     
  1033.07        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.80046        3.74790        1.19971                 NaN   6.72493       0.406170        43.3347        41.7861     
  1031.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.82748        3.66851        1.26298                 NaN   6.73315       0.403353        43.3154        41.7891     
  1030.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.88488        3.72915        1.13945                 NaN   6.72895       0.404914        43.3234        41.7892     
  1028.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.05624        3.71266       0.987589                 NaN   6.73116       0.404028        43.3179        41.7904     
  1027.32        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.19693        3.52136        1.04048                 NaN   6.73337       0.403346        43.3127        41.7918     
  1025.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.31070        3.51492       0.936181       0.370326E-004   6.73602       0.402531        43.3062        41.7934     
  1024.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.33089        2.40888                 NaN            NaN   6.72234       0.407442        43.3404        41.7901     
  1023.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.36264        2.37837                 NaN            NaN   6.72314       0.407245        43.3371        41.7915     
  1021.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.36606        2.38091                 NaN            NaN   6.72762       0.405726        43.3260        41.7937     
  1020.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43261        2.31034                 NaN            NaN   6.72454       0.406857        43.3316        41.7940     
  1018.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.46180        2.28283                 NaN            NaN   6.72547       0.406512        43.3281        41.7953     
  1017.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.49140        2.25455                 NaN            NaN   6.72628       0.406268        43.3249        41.7966     
  1015.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.82640                 NaN            NaN            NaN   6.77561       0.389128        43.1941        41.8148     
  1014.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.652585        7.15810                 NaN            NaN   6.76510       0.392759        43.2189        41.8126     
  1012.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.673026        7.14027                 NaN            NaN   6.76690       0.392166        43.2134        41.8142     
  1011.50        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.690622        7.12498                 NaN            NaN   6.76858       0.391648        43.2085        41.8157     
  1010.07        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.722866        7.09602                 NaN            NaN   6.77090       0.390870        43.2020        41.8174     
  1008.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.827197        6.99315                 NaN            NaN   6.77214       0.390586        43.1983        41.8187     
  1007.19        500.000                 NaN            NaN            NaN            NaN  0.113868                 NaN  0.379178        7.24224                 NaN            NaN   6.74441       0.399635        43.2541        41.8666     
  1005.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.995041        6.83551                 NaN            NaN   6.78007       0.388058        43.1787        41.8226     
  1004.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.00378        6.80699                 NaN            NaN   6.76478       0.393225        43.2112        41.8200     
  1002.88        500.000                 NaN            NaN            NaN            NaN  0.116797E-001            NaN  0.306599        7.49813                 NaN            NaN   6.77290       0.389931        43.1918        41.8290     
  1001.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.66861        2.10236                 NaN            NaN   6.74321       0.401065        43.2715        41.8132     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.44448       0.408876                 NaN            NaN   6.79538       0.382973        43.1370        41.8313     
