|6.6.6
Archiving\03_Data\frac/QFM_m5/EETA/EETA_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.05094        9.51525                 NaN   8.05036        44.5494        1.40711        32.4270     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.08888        9.48210                 NaN   8.05414        44.5415        1.40549        32.4279     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.12608        9.44968                 NaN   8.05804        44.5335        1.40382        32.4289     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.15898        9.42146                 NaN   8.06173        44.5258        1.40225        32.4298     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.18652        9.39879                 NaN   8.06555        44.5178        1.40061        32.4308     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.20364        9.38693                 NaN   8.06942        44.5093        1.39891        32.4318     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.24249        9.35284                 NaN   8.07325        44.5014        1.39726        32.4328     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.28569        9.31447                 NaN   8.07701        44.4934        1.39565        32.4338     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.32323        9.28177                 NaN   8.08093        44.4854        1.39395        32.4347     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.34931        9.26073                 NaN   8.08474        44.4772        1.39227        32.4357     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.37756        9.23746                 NaN   8.08867        44.4690        1.39056        32.4367     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.40596        9.21404                 NaN   8.09250        44.4609        1.38886        32.4377     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.43834        9.18711                 NaN   8.09653        44.4521        1.38708        32.4388     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.45293        9.17792                 NaN   8.10037        44.4435        1.38537        32.4400     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.49128        9.14470                 NaN   8.10433        44.4351        1.38361        32.4410     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.49736        9.14402                 NaN   8.10816        44.4265        1.38185        32.4421     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.54921        9.09701                 NaN   8.11204        44.4186        1.38012        32.4430     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.55357        9.09820                 NaN   8.11589        44.4098        1.37839        32.4442     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.58084        9.07635                 NaN   8.11989        44.4010        1.37660        32.4453     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.60682        9.05602                 NaN   8.12396        44.3920        1.37473        32.4465     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.63058        9.03782                 NaN   8.12794        44.3831        1.37297        32.4476     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.66760        9.00624                 NaN   8.13207        44.3742        1.37113        32.4487     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.68430        8.99522                 NaN   8.13612        44.3652        1.36928        32.4499     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.71454        8.97044                 NaN   8.14022        44.3564        1.36745        32.4510     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.73580        8.95492                 NaN   8.14413        44.3474        1.36560        32.4522     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.76141        8.93501                 NaN   8.14814        44.3383        1.36376        32.4534     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.75957        8.94279                 NaN   8.15197        44.3291        1.36196        32.4546     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.80875        8.89911                 NaN   8.15635        44.3201        1.35998        32.4557     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.83189        8.88163                 NaN   8.16053        44.3109        1.35819        32.4569     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.84613        8.87376                 NaN   8.16466        44.3012        1.35606        32.4582     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.86875        8.85683                 NaN   8.16848        44.2922        1.35434        32.4594     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.88936        8.84208                 NaN   8.17255        44.2830        1.35244        32.4606     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.90946        8.82798                 NaN   8.17659        44.2735        1.35052        32.4619     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.20021        6.20984                 NaN   8.03292        44.7342        1.42831        32.3945     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.95072        8.79898                 NaN   8.18511        44.2541        1.34658        32.4645     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.96642        8.78948                 NaN   8.18925        44.2444        1.34463        32.4658     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.84270        9.95166                 NaN   8.19842        44.1943        1.33856        32.4744     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.97332        8.79482                 NaN   8.19704        44.2255        1.34095        32.4684     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.02738        8.74659                 NaN   8.20157        44.2160        1.33891        32.4696     
