|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1031.95        2500.00                 NaN            NaN   4.68332       0.649943E-004   11.2333                 NaN            NaN            NaN            NaN   8.68023       0.997130        43.0777        31.3283     
  1030.73        2500.00                 NaN            NaN   4.69024       0.641758E-004   11.2280                 NaN            NaN            NaN            NaN   8.68246       0.996299        43.0745        31.3285     
  1029.50        2500.00                 NaN            NaN   4.69723       0.638930E-004   11.2226                 NaN            NaN            NaN            NaN   8.68468       0.995461        43.0712        31.3287     
  1028.27        2500.00                 NaN            NaN   4.70427       0.640242E-004   11.2172                 NaN            NaN            NaN            NaN   8.68689       0.994622        43.0680        31.3290     
  1027.04        2500.00                 NaN            NaN   4.71127       0.639233E-004   11.2119                 NaN            NaN            NaN            NaN   8.68910       0.993781        43.0647        31.3292     
  1025.81        2500.00                 NaN            NaN   4.07712        11.0907       0.797561                 NaN            NaN            NaN            NaN   8.70790       0.984155        43.0042        31.3384     
  1024.58        2500.00                 NaN            NaN   10.3503        5.82086       0.558393E-001            NaN            NaN            NaN            NaN   8.81664       0.926909        42.6335        31.3959     
  1023.35        2500.00                 NaN            NaN   9.45663        6.82160                 NaN            NaN            NaN            NaN            NaN   8.84423       0.915598        42.5543        31.4076     
  1022.12        2500.00                 NaN            NaN   8.72861        7.59765                 NaN            NaN            NaN            NaN            NaN   8.87161       0.893657        42.4996        31.4089     
  1020.89        2500.00                 NaN            NaN   9.97262       0.521394        5.74855       0.129909E-005            NaN            NaN            NaN   8.82946       0.921136        42.6082        31.3987     
  1019.66        2500.00                 NaN            NaN   10.3943        5.84399                 NaN            NaN            NaN            NaN            NaN   8.82764       0.922550        42.6131        31.3984     
  1018.44        2500.00                 NaN            NaN   10.3905        5.06102       0.780542                 NaN            NaN            NaN            NaN   8.82626       0.924473        42.6194        31.3979     
  1017.21        2500.00                 NaN            NaN   4.76807       0.464942E-003   11.1678                 NaN            NaN            NaN            NaN   8.70666       0.987021        43.0388        31.3312     
  1015.98        2500.00                 NaN            NaN   9.00252        7.33380                 NaN            NaN            NaN            NaN            NaN   8.88173       0.890064        42.4802        31.4116     
  1014.75        2500.00                 NaN            NaN  0.194130E-004   10.4248        5.82567                 NaN            NaN            NaN            NaN   8.83904       0.917915        42.5916        31.4009     
  1013.52        2500.00                 NaN            NaN   4.78982       0.464941E-003   11.1510                 NaN            NaN            NaN            NaN   8.71318       0.984479        43.0291        31.3320     
  1012.29        2500.00                 NaN            NaN   4.79706       0.464939E-003   11.1454                 NaN            NaN            NaN            NaN   8.71535       0.983625        43.0259        31.3322     
  1011.06        2500.00                 NaN            NaN   10.2050        6.03537                 NaN            NaN            NaN            NaN            NaN   8.83458       0.922399        42.6028        31.3998     
  1009.83        2500.00                 NaN            NaN   10.2130        6.03046                 NaN            NaN            NaN            NaN            NaN   8.83740       0.921234        42.5974        31.4005     
  1008.60        2500.00                 NaN            NaN   4.81925       0.100943E-003   11.1286                 NaN            NaN            NaN            NaN   8.72183       0.981066        43.0162        31.3330     
  1007.37        2500.00                 NaN            NaN   4.82661       0.101185E-003   11.1229                 NaN            NaN            NaN            NaN   8.72398       0.980211        43.0130        31.3332     
  1006.15        2500.00                 NaN            NaN   4.83391       0.104132E-003   11.1173                 NaN            NaN            NaN            NaN   8.72614       0.979352        43.0098        31.3335     
  1004.92        2500.00                 NaN            NaN   4.84128       0.101725E-003   11.1116                 NaN            NaN            NaN            NaN   8.72829       0.978500        43.0065        31.3337     
  1003.69        2500.00                 NaN            NaN   4.84859       0.101923E-003   11.1059                 NaN            NaN            NaN            NaN   8.73043       0.977634        43.0033        31.3340     
  1002.46        2500.00                 NaN            NaN   10.4991        5.78255                 NaN            NaN            NaN            NaN            NaN   8.86793       0.906118        42.5367        31.4075     
  1001.23        2500.00                 NaN            NaN   10.5059        5.77895                 NaN            NaN            NaN            NaN            NaN   8.87063       0.904925        42.5313        31.4082     
  1000.00        2500.00                 NaN            NaN   10.5134        5.77451                 NaN            NaN            NaN            NaN            NaN   8.87391       0.903775        42.5255        31.4089     
