|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             ilm            San(TH)        q             
  1025.45        500.000                 NaN            NaN            NaN            NaN   1.02664        6.65285                 NaN            NaN            NaN   6.91893       0.348750        43.1019        41.9509     
  1024.03        500.000                 NaN            NaN            NaN            NaN  0.769828        7.02275                 NaN            NaN            NaN   6.92888       0.343881        43.1016        41.8330     
  1022.62        500.000                 NaN            NaN            NaN            NaN   1.34629        6.06348                 NaN            NaN            NaN   6.78381       0.393162        43.3262        42.0870     
  1021.21        500.000                 NaN            NaN            NaN            NaN   1.27318        3.36614        2.81494                 NaN            NaN   6.83660       0.376129        43.2859        42.0471     
  1019.79        500.000                 NaN            NaN            NaN            NaN   1.10901        6.51188                 NaN            NaN            NaN   6.90169       0.354580        43.1332        41.9897     
  1018.38        500.000                 NaN            NaN            NaN            NaN   1.42693        5.87242                 NaN            NaN            NaN   6.77822       0.395443        43.4214        42.1056     
  1016.97        500.000                 NaN            NaN            NaN            NaN   1.42966        5.86663                 NaN            NaN            NaN   6.77708       0.395800        43.4233        42.1075     
  1015.55        500.000                 NaN            NaN            NaN            NaN   1.42950        5.86670                 NaN            NaN            NaN   6.77709       0.395774        43.4225        42.1084     
  1014.14        500.000                 NaN            NaN            NaN            NaN   1.33214        6.07038                 NaN            NaN            NaN   6.81966       0.381734        43.3202        42.0758     
  1012.72        500.000                 NaN            NaN            NaN            NaN   1.18648        6.38167                 NaN            NaN            NaN   6.88711       0.359554        43.1572        42.0280     
  1011.31        500.000                 NaN            NaN            NaN            NaN   1.45459        5.82890                 NaN            NaN            NaN   6.77537       0.396469        43.4216        42.1231     
  1009.90        500.000                 NaN            NaN            NaN            NaN   1.45449        5.82884                 NaN            NaN            NaN   6.77536       0.396451        43.4209        42.1240     
  1008.48        500.000                 NaN            NaN            NaN            NaN   1.45449        5.82857                 NaN            NaN            NaN   6.77530       0.396449        43.4203        42.1249     
  1007.07        500.000                 NaN            NaN            NaN            NaN   1.46544        5.82022                 NaN            NaN            NaN   6.77928       0.395380        43.4068        42.1329     
  1005.66        500.000                 NaN            NaN            NaN            NaN   1.47847        5.79306                 NaN            NaN            NaN   6.77394       0.397046        43.4192        42.1382     
  1004.24        500.000                 NaN            NaN            NaN            NaN   1.47843        5.79288                 NaN            NaN            NaN   6.77391       0.397037        43.4186        42.1392     
  1002.83        500.000                 NaN            NaN            NaN            NaN   1.47838        5.79271                 NaN            NaN            NaN   6.77387       0.397028        43.4179        42.1401     
  1001.41        500.000                 NaN            NaN            NaN            NaN   1.47834        5.79253                 NaN            NaN            NaN   6.77383       0.397019        43.4172        42.1410     
  1000.00        500.000                 NaN            NaN            NaN            NaN   1.47830        5.79236                 NaN            NaN            NaN   6.77380       0.397010        43.4166        42.1420     
