|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             ilm            San(TH)        q             
  1022.62        500.000                 NaN            NaN            NaN            NaN   2.20071        8.10060                 NaN            NaN            NaN   7.03595       0.701192        41.3737        40.5879     
  1021.21        500.000                 NaN            NaN            NaN            NaN   2.08127        4.50004        3.77215                 NaN            NaN   7.09079       0.670835        41.3361        40.5488     
  1019.79        500.000                 NaN            NaN            NaN            NaN   1.81271        8.72502                 NaN            NaN            NaN   7.15738       0.632331        41.1855        40.4870     
  1018.38        500.000                 NaN            NaN            NaN            NaN   2.33298        7.85206                 NaN            NaN            NaN   7.03106       0.705390        41.4708        40.6077     
  1016.97        500.000                 NaN            NaN            NaN            NaN   2.33752        7.84439                 NaN            NaN            NaN   7.02993       0.706044        41.4734        40.6087     
  1015.55        500.000                 NaN            NaN            NaN            NaN   2.33732        7.84474                 NaN            NaN            NaN   7.02998       0.706014        41.4733        40.6087     
  1014.14        500.000                 NaN            NaN            NaN            NaN   2.17804        8.12063                 NaN            NaN            NaN   7.07365       0.680934        41.3734        40.5734     
  1012.72        500.000                 NaN            NaN            NaN            NaN   1.93973        8.54011                 NaN            NaN            NaN   7.14287       0.641315        41.2141        40.5218     
  1011.31        500.000                 NaN            NaN            NaN            NaN   2.37859        7.78948                 NaN            NaN            NaN   7.02845       0.707318        41.4752        40.6210     
  1009.90        500.000                 NaN            NaN            NaN            NaN   2.37850        7.78964                 NaN            NaN            NaN   7.02848       0.707303        41.4751        40.6210     
  1008.48        500.000                 NaN            NaN            NaN            NaN   2.37857        7.78951                 NaN            NaN            NaN   7.02846       0.707315        41.4752        40.6210     
  1007.07        500.000                 NaN            NaN            NaN            NaN   2.39656        7.77374                 NaN            NaN            NaN   7.03270       0.705432        41.4634        40.6281     
  1005.66        500.000                 NaN            NaN            NaN            NaN   2.41796        7.73718                 NaN            NaN            NaN   7.02727       0.708428        41.4764        40.6328     
  1004.24        500.000                 NaN            NaN            NaN            NaN   2.41796        7.73718                 NaN            NaN            NaN   7.02727       0.708428        41.4764        40.6328     
  1002.83        500.000                 NaN            NaN            NaN            NaN   2.41796        7.73718                 NaN            NaN            NaN   7.02727       0.708428        41.4764        40.6328     
  1001.41        500.000                 NaN            NaN            NaN            NaN   2.41796        7.73718                 NaN            NaN            NaN   7.02727       0.708428        41.4764        40.6328     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.41796        7.73718                 NaN            NaN            NaN   7.02727       0.708428        41.4764        40.6328     
