|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.25/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1032.89        2500.00        5.10899                 NaN            NaN            NaN            NaN            NaN   27.5022                 NaN   2.44519        52.3792        11.8722                 NaN  0.692177     
  1031.33        2500.00        1.48942                 NaN            NaN            NaN   4.69277                 NaN   15.0149                 NaN   10.9010        51.0038        16.2348                 NaN  0.663242     
  1029.76        2500.00        5.11376                 NaN            NaN            NaN            NaN            NaN   27.5462                 NaN   2.48604        52.3229        11.8447                 NaN  0.686427     
  1028.20        2500.00        5.11648                 NaN            NaN            NaN            NaN            NaN   27.5939                 NaN   2.50972        52.2801        11.8157                 NaN  0.684082     
  1026.63        2500.00        5.11914                 NaN            NaN            NaN            NaN            NaN   27.6635                 NaN   2.52025        52.2299        11.7850                 NaN  0.682266     
  1025.06        2500.00        5.12126                 NaN            NaN            NaN            NaN            NaN   27.6635                 NaN   2.53489        52.2170        11.7833                 NaN  0.680029     
  1023.50        2500.00        5.12436                 NaN            NaN            NaN            NaN            NaN   27.7445                 NaN   2.55161        52.1573        11.7451                 NaN  0.677232     
  1021.93        2500.00        5.12855                 NaN            NaN            NaN            NaN            NaN   27.8134                 NaN   2.54976        52.1128        11.7209                 NaN  0.674577     
  1020.36        2500.00        5.13570                 NaN            NaN            NaN            NaN            NaN   27.8406                 NaN   2.55374        52.0991        11.6966                 NaN  0.674189     
  1018.80        2500.00        5.13425                 NaN            NaN            NaN            NaN            NaN   27.9060                 NaN   2.58081        52.0337        11.6762                 NaN  0.669000     
  1017.23        2500.00        5.13707                 NaN            NaN            NaN            NaN            NaN   27.9488                 NaN   2.59794        51.9951        11.6554                 NaN  0.665775     
  1015.66        2500.00        5.13870                 NaN            NaN            NaN            NaN            NaN   27.9619                 NaN   2.63105        51.9660        11.6401                 NaN  0.662202     
  1014.10        2500.00        5.14223                 NaN            NaN            NaN            NaN            NaN   28.0157                 NaN   2.63963        51.9249        11.6185                 NaN  0.659027     
  1012.53        2500.00        5.14597                 NaN            NaN            NaN            NaN            NaN   28.1129                 NaN   2.64743        51.8602        11.5772                 NaN  0.656435     
  1010.96        2500.00        5.14893                 NaN            NaN            NaN            NaN            NaN   28.1640                 NaN   2.66493        51.8166        11.5523                 NaN  0.653161     
  1009.40        2500.00        5.15168                 NaN            NaN            NaN            NaN            NaN   28.2105                 NaN   2.68129        51.7760        11.5305                 NaN  0.649979     
  1007.83        2500.00        5.15421                 NaN            NaN            NaN            NaN            NaN   28.2356                 NaN   2.70649        51.7435        11.5142                 NaN  0.646024     
  1006.27        2500.00        5.15764                 NaN            NaN            NaN            NaN            NaN   28.3021                 NaN   2.71750        51.6940        11.4860                 NaN  0.642766     
  1004.70        2500.00        5.16047                 NaN            NaN            NaN            NaN            NaN   28.3463                 NaN   2.73571        51.6537        11.4645                 NaN  0.639266     
  1003.13        2500.00        5.16272                 NaN            NaN            NaN            NaN            NaN   28.3799                 NaN   2.76804        51.6132        11.4410                 NaN  0.635095     
  1001.57        2500.00        5.16453                 NaN            NaN            NaN            NaN            NaN   28.3988                 NaN   2.77699        51.5921        11.4341                 NaN  0.633516     
  1000.00        2500.00        5.16783                 NaN            NaN            NaN            NaN            NaN   28.4597                 NaN   2.80371        51.5387        11.4009                 NaN  0.629153     
