|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.25/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1032.89        2500.00        7.42473                 NaN            NaN            NaN            NaN            NaN   31.7815                 NaN   2.36512        46.7476        10.5310                 NaN   1.14991     
  1031.33        2500.00        2.53071                 NaN            NaN            NaN   6.64823                 NaN   17.7269                 NaN   10.7752        46.4755        14.7174                 NaN   1.12601     
  1029.76        2500.00        7.43509                 NaN            NaN            NaN            NaN            NaN   31.8179                 NaN   2.40444        46.6951        10.5071                 NaN   1.14031     
  1028.20        2500.00        7.43414                 NaN            NaN            NaN            NaN            NaN   31.8656                 NaN   2.42720        46.6551        10.4816                 NaN   1.13637     
  1026.63        2500.00        7.42978                 NaN            NaN            NaN            NaN            NaN   31.9412                 NaN   2.43706        46.6051        10.4536                 NaN   1.13323     
  1025.06        2500.00        7.43904                 NaN            NaN            NaN            NaN            NaN   31.9345                 NaN   2.45116        46.5931        10.4527                 NaN   1.12951     
  1023.50        2500.00        7.43451                 NaN            NaN            NaN            NaN            NaN   32.0202                 NaN   2.46703        46.5353        10.4182                 NaN   1.12475     
  1021.93        2500.00        7.43734                 NaN            NaN            NaN            NaN            NaN   32.0901                 NaN   2.46495        46.4911        10.3962                 NaN   1.12023     
  1020.36        2500.00        7.44392                 NaN            NaN            NaN            NaN            NaN   32.1163                 NaN   2.46864        46.4768        10.3748                 NaN   1.11953     
  1018.80        2500.00        7.44117                 NaN            NaN            NaN            NaN            NaN   32.1819                 NaN   2.49458        46.4151        10.3564                 NaN   1.11084     
  1017.23        2500.00        7.44441                 NaN            NaN            NaN            NaN            NaN   32.2230                 NaN   2.51096        46.3783        10.3379                 NaN   1.10543     
  1015.66        2500.00        7.44892                 NaN            NaN            NaN            NaN            NaN   32.2314                 NaN   2.54291        46.3523        10.3249                 NaN   1.09950     
  1014.10        2500.00        7.45266                 NaN            NaN            NaN            NaN            NaN   32.2844                 NaN   2.55097        46.3124        10.3055                 NaN   1.09415     
  1012.53        2500.00        7.44667                 NaN            NaN            NaN            NaN            NaN   32.3892                 NaN   2.55811        46.2484        10.2679                 NaN   1.08969     
  1010.96        2500.00        7.44831                 NaN            NaN            NaN            NaN            NaN   32.4401                 NaN   2.57481        46.2068        10.2458                 NaN   1.08419     
  1009.40        2500.00        7.45056                 NaN            NaN            NaN            NaN            NaN   32.4861                 NaN   2.59041        46.1678        10.2263                 NaN   1.07884     
  1007.83        2500.00        7.45656                 NaN            NaN            NaN            NaN            NaN   32.5063                 NaN   2.61466        46.1381        10.2121                 NaN   1.07226     
  1006.27        2500.00        7.45717                 NaN            NaN            NaN            NaN            NaN   32.5743                 NaN   2.62502        46.0899        10.1868                 NaN   1.06676     
  1004.70        2500.00        7.46038                 NaN            NaN            NaN            NaN            NaN   32.6168                 NaN   2.64242        46.0518        10.1677                 NaN   1.06090     
  1003.13        2500.00        7.46296                 NaN            NaN            NaN            NaN            NaN   32.6479                 NaN   2.67353        46.0145        10.1471                 NaN   1.05395     
  1001.57        2500.00        7.46963                 NaN            NaN            NaN            NaN            NaN   32.6609                 NaN   2.68207        45.9948        10.1413                 NaN   1.05131     
  1000.00        2500.00        7.46862                 NaN            NaN            NaN            NaN            NaN   32.7237                 NaN   2.70764        45.9443        10.1117                 NaN   1.04400     
