|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1035.86        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7906        4.90556                 NaN            NaN   8.70673       0.940163        42.8942        31.7627     
  1034.36        2500.00                 NaN            NaN            NaN            NaN            NaN  0.581319E-003   3.54084        12.1054                 NaN   8.67410       0.971871        42.9358        31.7714     
  1032.87        2500.00                 NaN            NaN            NaN            NaN            NaN   9.84005        5.83789                 NaN            NaN   8.63017       0.964687        42.9567        31.7705     
  1031.38        2500.00                 NaN            NaN            NaN            NaN            NaN   9.58826        6.08512                 NaN            NaN   8.62295       0.966158        42.9712        31.7663     
  1029.88        2500.00                 NaN            NaN            NaN            NaN            NaN   9.64419        6.01971                 NaN            NaN   8.63309       0.964932        42.9754        31.7627     
  1028.39        2500.00                 NaN            NaN            NaN            NaN            NaN  0.496683E-003   3.59806        12.0918                 NaN   8.69923       0.959590        42.8697        31.7811     
  1026.89        2500.00                 NaN            NaN            NaN            NaN            NaN   9.57164        6.11535                 NaN            NaN   8.63274       0.961910        42.9490        31.7693     
  1025.40        2500.00                 NaN            NaN            NaN            NaN            NaN  0.224305        15.6517                 NaN            NaN   8.76716       0.886351        42.6812        31.7893     
  1023.91        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6562        1.21705                 NaN            NaN   8.77200       0.886485        42.6776        31.7907     
  1022.41        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0792        5.62347                 NaN            NaN   8.70463       0.944126        42.8808        31.7677     
  1020.92        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0229        5.70608                 NaN            NaN   8.70487       0.943347        42.8481        31.7747     
  1019.42        2500.00                 NaN            NaN            NaN            NaN            NaN   7.63488        8.07921       0.312236E-005            NaN   8.55940       0.977589        42.9673        31.7816     
  1017.93        2500.00                 NaN            NaN            NaN            NaN            NaN   5.48480        10.2174       0.384177E-004            NaN   8.67142       0.942290        42.9149        31.7692     
  1016.44        2500.00                 NaN            NaN            NaN            NaN            NaN   9.04440        6.84202                 NaN            NaN   8.81416       0.879220        42.6225        31.7977     
  1014.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.496696E-003   14.9040        1.06487       0.139548E-005   8.73427       0.920532        42.5449        31.8310     
  1013.45        2500.00                 NaN            NaN            NaN            NaN            NaN   5.04152        10.7140                 NaN            NaN   8.76303       0.913319        42.7931        31.7751     
  1011.95        2500.00                 NaN            NaN            NaN            NaN            NaN   3.06197        12.9269                 NaN            NaN   8.85857       0.866472        42.4511        31.8349     
  1010.46        2500.00                 NaN            NaN            NaN            NaN            NaN   5.78428        9.91592       0.557351E-005            NaN   8.66770       0.950447        42.9095        31.7721     
  1008.96        2500.00                 NaN            NaN            NaN            NaN            NaN   5.25467        10.4892                 NaN            NaN   8.74472       0.924391        42.8117        31.7753     
  1007.47        2500.00                 NaN            NaN            NaN            NaN            NaN   5.83459        9.87073       0.266164E-004            NaN   8.67550       0.947330        42.8994        31.7724     
  1005.98        2500.00                 NaN            NaN            NaN            NaN            NaN   4.44341        11.4826                 NaN            NaN   8.81584       0.867689        42.5862        31.8043     
  1004.48        2500.00                 NaN            NaN            NaN            NaN            NaN   6.02208        9.69615       0.313073E-005            NaN   8.68216       0.944198        42.8809        31.7745     
  1002.99        2500.00                 NaN            NaN            NaN            NaN            NaN   5.34258        10.3990                 NaN            NaN   8.73577       0.929357        42.8170        31.7762     
  1001.49        2500.00                 NaN            NaN            NaN            NaN            NaN   5.32548        10.4392       0.245386E-005            NaN   8.76009       0.919600        42.7711        31.7845     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   5.58783        10.1622                 NaN            NaN   8.74405       0.928336        42.7961        31.7815     
