|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1041.84        2500.00                 NaN            NaN            NaN            NaN            NaN   10.4082        1.86667                 NaN            NaN   8.73864       0.546639        45.4314        33.0084     
  1040.34        2500.00                 NaN            NaN            NaN            NaN            NaN   2.35118        9.91134                 NaN            NaN   8.73194       0.550005        45.4461        33.0094     
  1038.85        2500.00                 NaN            NaN            NaN            NaN            NaN   9.63917        2.61747                 NaN            NaN   8.72918       0.551667        45.4518        33.0107     
  1037.35        2500.00                 NaN            NaN            NaN            NaN            NaN   2.76918        9.48424                 NaN            NaN   8.72906       0.552297        45.4527        33.0125     
  1035.86        2500.00                 NaN            NaN            NaN            NaN            NaN   2.97392        9.27626                 NaN            NaN   8.72686       0.553615        45.4558        33.0135     
  1034.36        2500.00                 NaN            NaN            NaN            NaN            NaN   9.14009        3.10820                 NaN            NaN   8.72655       0.554234        45.4559        33.0150     
  1032.87        2500.00                 NaN            NaN            NaN            NaN            NaN   3.22639        9.02050                 NaN            NaN   8.72651       0.554734        45.4553        33.0166     
  1031.38        2500.00                 NaN            NaN            NaN            NaN            NaN   8.91296        3.33289                 NaN            NaN   8.72670       0.555141        45.4542        33.0181     
  1029.88        2500.00                 NaN            NaN            NaN            NaN            NaN   8.81791        3.42726                 NaN            NaN   8.72712       0.555451        45.4526        33.0197     
  1028.39        2500.00                 NaN            NaN            NaN            NaN            NaN   8.73073        3.51402                 NaN            NaN   8.72768       0.555700        45.4506        33.0213     
  1026.89        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65096        3.59361                 NaN            NaN   8.72840       0.555885        45.4483        33.0229     
  1025.40        2500.00                 NaN            NaN            NaN            NaN            NaN   8.57739        3.66718                 NaN            NaN   8.72925       0.556023        45.4457        33.0245     
  1023.91        2500.00                 NaN            NaN            NaN            NaN            NaN   8.50932        3.73545                 NaN            NaN   8.73021       0.556115        45.4428        33.0261     
  1022.41        2500.00                 NaN            NaN            NaN            NaN            NaN   8.44551        3.79957                 NaN            NaN   8.73124       0.556174        45.4398        33.0277     
  1020.92        2500.00                 NaN            NaN            NaN            NaN            NaN   8.38582        3.85975                 NaN            NaN   8.73239       0.556190        45.4365        33.0294     
  1019.42        2500.00                 NaN            NaN            NaN            NaN            NaN   8.32986        3.91627                 NaN            NaN   8.73357       0.556193        45.4331        33.0310     
  1017.93        2500.00                 NaN            NaN            NaN            NaN            NaN   4.01831        8.23948                 NaN            NaN   8.74007       0.554536        45.4121        33.0355     
  1016.44        2500.00                 NaN            NaN            NaN            NaN            NaN   4.02098        8.22660                 NaN            NaN   8.73614       0.556115        45.4258        33.0344     
  1014.94        2500.00                 NaN            NaN            NaN            NaN            NaN   8.17873        4.06972                 NaN            NaN   8.73750       0.556043        45.4220        33.0360     
  1013.45        2500.00                 NaN            NaN            NaN            NaN            NaN   8.13387        4.11555                 NaN            NaN   8.73895       0.555943        45.4180        33.0377     
  1011.95        2500.00                 NaN            NaN            NaN            NaN            NaN   8.09054        4.15993                 NaN            NaN   8.74042       0.555831        45.4139        33.0394     
  1010.46        2500.00                 NaN            NaN            NaN            NaN            NaN   8.04959        4.20197                 NaN            NaN   8.74194       0.555700        45.4097        33.0411     
  1008.96        2500.00                 NaN            NaN            NaN            NaN            NaN   8.01016        4.24259                 NaN            NaN   8.74349       0.555554        45.4054        33.0428     
  1007.47        2500.00                 NaN            NaN            NaN            NaN            NaN   7.97275        4.28125                 NaN            NaN   8.74510       0.555391        45.4010        33.0446     
  1005.98        2500.00                 NaN            NaN            NaN            NaN            NaN   7.93686        4.31844                 NaN            NaN   8.74674       0.555215        45.3965        33.0463     
  1004.48        2500.00                 NaN            NaN            NaN            NaN            NaN   7.90242        4.35419                 NaN            NaN   8.74847       0.555028        45.3919        33.0480     
  1002.99        2500.00                 NaN            NaN            NaN            NaN            NaN   7.86892        4.38917                 NaN            NaN   8.75014       0.554830        45.3872        33.0497     
  1001.49        2500.00                 NaN            NaN            NaN            NaN            NaN   7.83641        4.42316                 NaN            NaN   8.75184       0.554620        45.3825        33.0515     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   7.80633        4.45480                 NaN            NaN   8.75361       0.554386        45.3776        33.0533     
