|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1062.52        2500.00        4.26977                 NaN            NaN            NaN            NaN            NaN            NaN   26.7166                 NaN   3.22185        50.5251       0.591078        14.6756                 NaN
  1061.07        2500.00        4.26955                 NaN            NaN            NaN            NaN            NaN            NaN   26.7281                 NaN   3.21710        50.5214       0.591534        14.6723                 NaN
  1059.61        2500.00        4.30109                 NaN            NaN            NaN            NaN            NaN            NaN   27.0501                 NaN   3.20709        50.3562       0.559445        14.5261                 NaN
  1058.16        2500.00        4.30173                 NaN            NaN            NaN            NaN            NaN            NaN   27.0746                 NaN   3.22096        50.3306       0.558164        14.5140                 NaN
  1056.70        2500.00        4.30410                 NaN            NaN            NaN            NaN            NaN            NaN   27.1384                 NaN   3.22199        50.2912       0.558189        14.4861                 NaN
  1055.25        2500.00        4.30677                 NaN            NaN            NaN            NaN            NaN            NaN   27.1155                 NaN   3.24136        50.2923       0.555423        14.4887                 NaN
  1053.80        2500.00        4.31275                 NaN            NaN            NaN            NaN            NaN            NaN   27.1606                 NaN   3.23898        50.2686       0.553959        14.4651                 NaN
  1052.34        2500.00        4.31475                 NaN            NaN            NaN            NaN            NaN            NaN   27.1943                 NaN   3.24728        50.2422       0.552979        14.4485                 NaN
  1050.89        2500.00        4.31771                 NaN            NaN            NaN            NaN            NaN            NaN   27.2453                 NaN   3.25119        50.2094       0.552339        14.4240                 NaN
  1049.43        2500.00        4.31952                 NaN            NaN            NaN            NaN            NaN            NaN   27.2610                 NaN   3.26526        50.1894       0.550125        14.4147                 NaN
  1047.98        2500.00        4.32178                 NaN            NaN            NaN            NaN            NaN            NaN   27.2911                 NaN   3.27539        50.1643       0.548650        14.3987                 NaN
  1046.53        2500.00        4.32412                 NaN            NaN            NaN            NaN            NaN            NaN   27.3252                 NaN   3.28411        50.1374       0.547146        14.3819                 NaN
  1045.07        2500.00        4.32900                 NaN            NaN            NaN            NaN            NaN            NaN   27.3231                 NaN   3.28428        50.1433       0.548697        14.3716                 NaN
  1043.62        2500.00        4.33181                 NaN            NaN            NaN            NaN            NaN            NaN   27.3364                 NaN   3.29031        50.1324       0.548603        14.3604                 NaN
  1042.16        2500.00        4.33576                 NaN            NaN            NaN            NaN            NaN            NaN   27.3588                 NaN   3.29516        50.1180       0.548011        14.3443                 NaN
  1040.71        2500.00        4.33969                 NaN            NaN            NaN            NaN            NaN            NaN   27.3815                 NaN   3.30018        50.1031       0.547361        14.3281                 NaN
  1039.26        2500.00        4.34360                 NaN            NaN            NaN            NaN            NaN            NaN   27.4048                 NaN   3.30538        50.0878       0.546645        14.3118                 NaN
  1037.80        2500.00        4.34745                 NaN            NaN            NaN            NaN            NaN            NaN   27.4288                 NaN   3.31085        50.0718       0.545846        14.2953                 NaN
  1036.35        2500.00        4.35139                 NaN            NaN            NaN            NaN            NaN            NaN   27.4523                 NaN   3.31614        50.0563       0.545069        14.2788                 NaN
  1034.90        2500.00        4.19314                 NaN            NaN            NaN            NaN            NaN            NaN   27.5644                 NaN   3.75783        49.5425       0.551168        14.3910                 NaN
  1033.44        2500.00        4.35937                 NaN            NaN            NaN            NaN            NaN            NaN   27.4995                 NaN   3.32687        50.0255       0.543121        14.2457                 NaN
  1031.99        2500.00        4.34880                 NaN            NaN            NaN            NaN            NaN            NaN   27.6581                 NaN   3.38187        49.8708       0.530758        14.2097                 NaN
  1030.53        2500.00        4.36176                 NaN            NaN            NaN            NaN            NaN            NaN   27.5954                 NaN   3.35634        49.9432       0.537360        14.2060                 NaN
  1029.08        2500.00        4.36709                 NaN            NaN            NaN            NaN            NaN            NaN   27.6181                 NaN   3.37258        49.9264       0.538128        14.1777                 NaN
  1027.63        2500.00        4.36878                 NaN            NaN            NaN            NaN            NaN            NaN   27.6515                 NaN   3.38864        49.8940       0.534903        14.1622                 NaN
  1026.17        2500.00        4.37437                 NaN            NaN            NaN            NaN            NaN            NaN   27.7030                 NaN   3.38395        49.8685       0.532665        14.1375                 NaN
  1024.72        2500.00        4.36075                 NaN            NaN            NaN            NaN            NaN            NaN   27.8729                 NaN   3.43748        49.7019       0.519352        14.1076                 NaN
  1023.26        2500.00        4.36345                 NaN            NaN            NaN            NaN            NaN            NaN   27.9095                 NaN   3.44955        49.6717       0.516811        14.0890                 NaN
  1021.81        2500.00        4.37395                 NaN            NaN            NaN            NaN            NaN            NaN   27.8568                 NaN   3.48318        49.6912       0.513044        14.0818                 NaN
  1020.36        2500.00        4.38097                 NaN            NaN            NaN            NaN            NaN            NaN   27.8513                 NaN   3.44234        49.7321       0.516238        14.0771                 NaN
  1018.90        2500.00        4.36882                 NaN            NaN            NaN            NaN            NaN            NaN   27.8472                 NaN   3.51703        49.6714       0.511777        14.0838                 NaN
  1017.45        2500.00        4.22142                 NaN            NaN            NaN            NaN            NaN            NaN   28.1149                 NaN   3.87313        49.1338       0.530429        14.1263                 NaN
  1015.99        2500.00        4.22498                 NaN            NaN            NaN            NaN            NaN            NaN   28.1594                 NaN   3.87902        49.1037       0.528321        14.1046                 NaN
  1014.54        2500.00        4.23053                 NaN            NaN            NaN            NaN            NaN            NaN   28.1881                 NaN   3.88598        49.0847       0.525217        14.0855                 NaN
  1013.09        2500.00        4.37823                 NaN            NaN            NaN            NaN            NaN            NaN   28.0092                 NaN   3.57253        49.5332       0.499154        14.0077                 NaN
  1011.63        2500.00        4.24151                 NaN            NaN            NaN            NaN            NaN            NaN   28.2480                 NaN   3.89788        49.0465       0.519646        14.0464                 NaN
  1010.18        2500.00        4.38725                 NaN            NaN            NaN            NaN            NaN            NaN   28.2595                 NaN   3.55999        49.3865       0.493199        13.9136                 NaN
  1008.72        2500.00        4.39015                 NaN            NaN            NaN            NaN            NaN            NaN   28.3020                 NaN   3.57392        49.3514       0.489996        13.8926                 NaN
  1007.27        2500.00        4.39333                 NaN            NaN            NaN            NaN            NaN            NaN   28.3459                 NaN   3.57896        49.3236       0.487529        13.8706                 NaN
  1005.82        2500.00        4.26272                 NaN            NaN            NaN            NaN            NaN            NaN   28.2822                 NaN   4.01297        48.9653       0.495327        13.9815                 NaN
  1004.36        2500.00        4.25726                 NaN            NaN            NaN            NaN            NaN            NaN   28.4608                 NaN   3.95656        48.8802       0.502433        13.9428                 NaN
  1002.91        2500.00        4.39717                 NaN            NaN            NaN            NaN            NaN            NaN   28.2850                 NaN   3.66203        49.3067       0.479245        13.8699                 NaN
  1001.45        2500.00        4.40952                 NaN            NaN            NaN            NaN            NaN            NaN   28.3172                 NaN   3.61286        49.3408       0.479615        13.8399                 NaN
  1000.00        2500.00        4.41906                 NaN            NaN            NaN            NaN            NaN            NaN   28.4734                 NaN   3.60842        49.2460       0.481624        13.7714                 NaN
