|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          iron           an             San(TH)        San(TH)        ilm            ne             lc            
  1012.02        2500.00                 NaN            NaN   14.0188                 NaN   3.52551                 NaN   9.23086        52.6165                 NaN   1.77339        18.8349                 NaN
  1010.92        2500.00                 NaN            NaN   14.0252                 NaN   3.52666                 NaN   9.23622        52.6084                 NaN   1.77238        18.8311                 NaN
  1009.83        2500.00                 NaN            NaN   14.0315                 NaN   3.52809                 NaN   9.24147        52.6007                 NaN   1.77162        18.8266                 NaN
  1008.74        2500.00                 NaN            NaN   14.0381                 NaN   3.52919                 NaN   9.24682        52.5925                 NaN   1.77061        18.8228                 NaN
  1007.65        2500.00                 NaN            NaN   14.0445                 NaN   3.53041                 NaN   9.25202        52.5845                 NaN   1.76962        18.8189                 NaN
  1006.55        2500.00                 NaN            NaN   14.0515                 NaN   3.53154                 NaN   9.25773        52.5758                 NaN   1.76854        18.8149                 NaN
  1005.46        2500.00                 NaN            NaN   14.0606                 NaN   3.53285                 NaN   9.26376        52.5659                 NaN   1.76768        18.8092                 NaN
  1004.37        2500.00                 NaN            NaN   14.0675                 NaN   3.53347                 NaN   9.26940        52.5568                 NaN   1.76622        18.8066                 NaN
  1003.28        2500.00                 NaN            NaN   14.0721                 NaN   3.53471                 NaN   9.27421        52.5500                 NaN   1.76507        18.8039                 NaN
  1002.18        2500.00                 NaN            NaN   14.0817                 NaN   3.53623                 NaN   9.28053        52.5400                 NaN   1.76445        18.7971                 NaN
  1001.09        2500.00                 NaN            NaN   14.0820                 NaN   3.53532                 NaN   9.28682        52.5352                 NaN   1.76423        18.7964                 NaN
  1000.00        2500.00                 NaN            NaN   14.0936                 NaN   3.53902                 NaN   9.29099        52.5248                 NaN   1.76203        18.7895                 NaN
