|6.6.6
Archiving\03_Data\frac/QFM_m4.75/ALH/ALH_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1085.21        2500.00                 NaN            NaN            NaN            NaN   4.77998                 NaN            NaN   16.6510                 NaN   9.06129        48.8823        3.07483        17.5506                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN   4.79220                 NaN            NaN   16.6891                 NaN   9.01788        48.8992        3.07154        17.5300                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN   4.80305                 NaN            NaN   16.6616                 NaN   9.09850        48.8412        3.06821        17.5275                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN   4.80261                 NaN            NaN   16.6908                 NaN   9.03734        48.8798        3.06895        17.5206                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN   4.80305                 NaN            NaN   16.6616                 NaN   9.09850        48.8412        3.06821        17.5275                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN   4.80284                 NaN            NaN   16.7021                 NaN   9.06002        48.8545        3.06612        17.5145                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN   4.80802                 NaN            NaN   16.7040                 NaN   9.06965        48.8443        3.06463        17.5094                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN   4.82321                 NaN            NaN   16.6978                 NaN   9.07625        48.8390        3.06307        17.5007                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN   4.82824                 NaN            NaN   16.7004                 NaN   9.08604        48.8283        3.06144        17.4956                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN   4.83291                 NaN            NaN   16.7047                 NaN   9.09603        48.8165        3.05957        17.4903                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN   4.83766                 NaN            NaN   16.7089                 NaN   9.10599        48.8049        3.05770        17.4849                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN   4.84236                 NaN            NaN   16.7134                 NaN   9.11599        48.7930        3.05576        17.4795                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN   4.84704                 NaN            NaN   16.7184                 NaN   9.12602        48.7809        3.05374        17.4740                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   4.85166                 NaN            NaN   16.7237                 NaN   9.13610        48.7685        3.05165        17.4684                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN   4.85623                 NaN            NaN   16.7295                 NaN   9.14623        48.7558        3.04948        17.4627                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN   4.85577                 NaN            NaN   16.7328                 NaN   9.15700        48.7444        3.04766        17.4623                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN   4.85876                 NaN            NaN   16.7430                 NaN   9.16802        48.7287        3.04478        17.4567                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN   4.86308                 NaN            NaN   16.7501                 NaN   9.17831        48.7153        3.04237        17.4509                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN   4.86905                 NaN            NaN   16.7552                 NaN   9.18796        48.7034        3.04026        17.4442                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN   4.87338                 NaN            NaN   16.7635                 NaN   9.19843        48.6891        3.03762        17.4379                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN   4.87753                 NaN            NaN   16.7718                 NaN   9.20906        48.6748        3.03507        17.4318                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN   4.88007                 NaN            NaN   16.7854                 NaN   9.22041        48.6575        3.03190        17.4247                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN   4.88259                 NaN            NaN   16.7892                 NaN   9.26089        48.6202        3.02680        17.4203                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN   4.88962                 NaN            NaN   16.8035                 NaN   9.24160        48.6275        3.02590        17.4119                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN   4.89326                 NaN            NaN   16.8146                 NaN   9.25267        48.6113        3.02274        17.4055                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN   4.89693                 NaN            NaN   16.8270                 NaN   9.26401        48.5941        3.01928        17.3988                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN   4.89957                 NaN            NaN   16.8412                 NaN   9.27581        48.5756        3.01565        17.3921                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   4.90331                 NaN            NaN   16.8547                 NaN   9.28736        48.5578        3.01207        17.3848                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN   4.90835                 NaN            NaN   16.8669                 NaN   9.29885        48.5405        3.00855        17.3769                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN   4.90929                 NaN            NaN   16.8773                 NaN   9.31240        48.5220        3.00496        17.3740                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN   4.91518                 NaN            NaN   16.8974                 NaN   9.32252        48.5023        3.00080        17.3617                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN   4.91867                 NaN            NaN   16.9134                 NaN   9.33473        48.4825        2.99670        17.3540                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN   4.92336                 NaN            NaN   16.9258                 NaN   9.34665        48.4635        2.99204        17.3486                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN   4.89910                 NaN            NaN   16.8482                 NaN   9.30759        48.5454        3.01147        17.3883                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   4.92855                 NaN            NaN   16.9655                 NaN   9.37250        48.4200        2.98361        17.3298                 NaN
