|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             San(TH)        ilm            q             
  1028.51        500.000                 NaN            NaN            NaN            NaN   1.52569        2.44581        1.60268                 NaN            NaN   6.48600        45.7326       0.713142        41.4941     
  1027.15        500.000                 NaN            NaN            NaN            NaN   1.50348        2.44325        1.62937                 NaN            NaN   6.48748        45.7283       0.712700        41.4954     
  1025.79        500.000                 NaN            NaN            NaN            NaN   1.48053        2.44064        1.65689                 NaN            NaN   6.48898        45.7240       0.712253        41.4967     
  1024.44        500.000                 NaN            NaN            NaN            NaN   1.45776        2.43815        1.68412                 NaN            NaN   6.49049        45.7197       0.711804        41.4980     
  1023.08        500.000                 NaN            NaN            NaN            NaN   1.43495        2.43576        1.71131                 NaN            NaN   6.49200        45.7153       0.711352        41.4993     
  1021.72        500.000                 NaN            NaN            NaN            NaN   1.41200        2.43344        1.73857                 NaN            NaN   6.49352        45.7109       0.710895        41.5007     
  1020.36        500.000                 NaN            NaN            NaN            NaN   1.38911        2.43123        1.76570                 NaN            NaN   6.49505        45.7065       0.710436        41.5020     
  1019.01        500.000                 NaN            NaN            NaN            NaN   1.36586        2.42904        1.79318                 NaN            NaN   6.49659        45.7020       0.709971        41.5033     
  1017.65        500.000                 NaN            NaN            NaN            NaN   1.34308        2.42703        1.82001                 NaN            NaN   6.49814        45.6976       0.709505        41.5046     
  1016.29        500.000                 NaN            NaN            NaN            NaN   1.31914        2.42489        1.84819                 NaN            NaN   6.49971        45.6931       0.709033        41.5060     
  1014.93        500.000                 NaN            NaN            NaN            NaN   1.29569        2.42294        1.87568                 NaN            NaN   6.50128        45.6885       0.708559        41.5073     
  1013.58        500.000                 NaN            NaN            NaN            NaN   1.27216        2.42106        1.90321                 NaN            NaN   6.50286        45.6840       0.708080        41.5087     
  1012.22        500.000                 NaN            NaN            NaN            NaN   1.24867        2.41928        1.93061                 NaN            NaN   6.50445        45.6794       0.707599        41.5100     
  1010.86        500.000                 NaN            NaN            NaN            NaN   1.22501        2.41756        1.95815                 NaN            NaN   6.50605        45.6748       0.707113        41.5114     
  1009.50        500.000                 NaN            NaN            NaN            NaN   1.20082        2.41583        1.98626                 NaN            NaN   6.50767        45.6701       0.706622        41.5127     
  1008.15        500.000                 NaN            NaN            NaN            NaN   1.17709        2.41425        2.01375                 NaN            NaN   6.50928        45.6654       0.706129        41.5141     
  1006.79        500.000                 NaN            NaN            NaN            NaN   2.10680        2.79108       0.746422                 NaN            NaN   6.52298        45.6058       0.701362        41.5256     
  1005.43        500.000                 NaN            NaN            NaN            NaN   2.11399        2.80009       0.731828                 NaN            NaN   6.52441        45.6020       0.700934        41.5268     
  1004.07        500.000                 NaN            NaN            NaN            NaN   2.12110        2.80897       0.717454                 NaN            NaN   6.52584        45.5982       0.700502        41.5280     
  1002.72        500.000                 NaN            NaN            NaN            NaN   2.12819        2.81811       0.702847                 NaN            NaN   6.52729        45.5943       0.700068        41.5292     
  1001.36        500.000                 NaN            NaN            NaN            NaN   2.13528        2.82752       0.687990                 NaN            NaN   6.52875        45.5905       0.699631        41.5304     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.14236        2.83716       0.672924                 NaN            NaN   6.53021        45.5866       0.699190        41.5316     
