|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1037.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3457        4.02457                 NaN   8.91853       0.970046        43.3893        30.3519     
  1035.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3051        4.06598                 NaN   8.92037       0.969827        43.3861        30.3526     
  1034.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2725        4.09971                 NaN   8.92434       0.969382        43.3808        30.3532     
  1032.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2260        4.14684                 NaN   8.92458       0.969362        43.3791        30.3541     
  1031.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1889        4.18513                 NaN   8.92696       0.968931        43.3752        30.3549     
  1029.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.22189        12.1532                 NaN   8.92906       0.968624        43.3716        30.3556     
  1028.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1293        4.25065                 NaN   8.93288       0.967428        43.3627        30.3571     
  1026.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.27330        12.1079                 NaN   8.93657       0.966567        43.3583        30.3574     
  1025.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0738        4.30804                 NaN   8.93820       0.966434        43.3552        30.3583     
  1023.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.9917        4.38946                 NaN   8.93519       0.968883        43.3547        30.3601     
  1022.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.38381        11.9981                 NaN   8.94060       0.966585        43.3513        30.3596     
  1020.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29085        12.5773                 NaN   8.25394        1.16327        44.4341        30.2806     
  1019.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29078        12.5772                 NaN   8.25370        1.16333        44.4344        30.2806     
  1017.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3168        4.13111                 NaN   8.98063       0.944883        43.2560        30.3706     
  1016.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29097        12.5771                 NaN   8.25394        1.16328        44.4341        30.2806     
  1014.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.11255        12.3441                 NaN   8.98978       0.941054        43.2399        30.3726     
  1013.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.51474        11.8752                 NaN   8.95692       0.961406        43.3287        30.3630     
  1011.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.56760        11.8239                 NaN   8.95620       0.964080        43.3231        30.3652     
  1010.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.10523        12.3616                 NaN   9.00151       0.937378        43.2183        30.3760     
  1008.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7748        4.61880                 NaN   8.96195       0.962762        43.3152        30.3665     
  1007.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7542        4.64089                 NaN   8.96436       0.962290        43.3110        30.3673     
  1005.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.66240        11.7342                 NaN   8.96686       0.961793        43.3066        30.3681     
  1004.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.68291        11.7153                 NaN   8.96938       0.961276        43.3023        30.3689     
  1002.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7462        4.66027                 NaN   8.97627       0.958202        43.2886        30.3704     
  1001.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6787        4.72247                 NaN   8.97453       0.960224        43.2936        30.3704     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6565        4.74630                 NaN   8.97527       0.960241        43.2900        30.3717     
