|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1037.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.11309        3.09302                 NaN   8.78653       0.556458        46.3313        32.1196     
  1035.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.08165        3.12523                 NaN   8.78831       0.556321        46.3273        32.1211     
  1034.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.05683        3.15161                 NaN   8.79217       0.556051        46.3208        32.1226     
  1032.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.02050        3.18820                 NaN   8.79241       0.556030        46.3184        32.1244     
  1031.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.99174        3.21806                 NaN   8.79473       0.555771        46.3136        32.1261     
  1029.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.24673        8.96406                 NaN   8.79677       0.555582        46.3092        32.1277     
  1028.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.94600        3.26948                 NaN   8.80052       0.554886        46.2990        32.1301     
  1026.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.28757        8.92922                 NaN   8.80411       0.554379        46.2936        32.1312     
  1025.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.90290        3.31439                 NaN   8.80571       0.554291        46.2897        32.1330     
  1023.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.83937        3.37759                 NaN   8.80276       0.555687        46.2887        32.1359     
  1022.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.37349        8.84398                 NaN   8.80802       0.554353        46.2841        32.1360     
  1020.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51421        9.16410                 NaN   8.13369       0.667322        47.4588        32.0619     
  1019.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51408        9.16375                 NaN   8.13346       0.667344        47.4586        32.0627     
  1017.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.09266        3.18264                 NaN   8.84786       0.541902        46.1830        32.1519     
  1016.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51409        9.16318                 NaN   8.13368       0.667286        47.4572        32.0645     
  1014.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.16967        9.11348                 NaN   8.85684       0.539684        46.1645        32.1558     
  1013.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.47704        8.74773                 NaN   8.82388       0.551309        46.2557        32.1444     
  1011.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.51818        8.70834                 NaN   8.82325       0.552836        46.2496        32.1478     
  1010.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.16585        9.12649                 NaN   8.86837       0.537544        46.1398        32.1620     
  1008.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.67003        3.55859                 NaN   8.82883       0.552055        46.2397        32.1508     
  1007.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.65397        3.57610                 NaN   8.83118       0.551773        46.2345        32.1525     
  1005.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.59317        8.63838                 NaN   8.83361       0.551476        46.2292        32.1542     
  1004.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.60949        8.62353                 NaN   8.83607       0.551167        46.2239        32.1558     
  1002.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.64792        3.59261                 NaN   8.84287       0.549396        46.2088        32.1584     
  1001.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.59489        3.64108                 NaN   8.84109       0.550541        46.2133        32.1591     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.57726        3.65997                 NaN   8.84184       0.550541        46.2090        32.1614     
