|6.6.6
Archiving\03_Data\frac/QFM_m5/NWA1068/NWA1068_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.195279        11.8154        10.4243                 NaN   9.15669        47.4369        3.20714        17.1469       0.617423     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.183405        11.8596        10.3935                 NaN   9.19199        47.4927        3.20570        17.1905       0.482572     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.137839        8.79608        14.1167                 NaN   9.81824        46.7466        2.96508        17.1250       0.294529     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.401967E-001   8.82914        14.1573                 NaN   9.89494        46.7693        2.97618        17.1729       0.159995     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.77443        14.2487                 NaN   9.95430        46.8049        2.97609        17.2188       0.227839E-001
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3255        8.70994                 NaN   9.99317        46.7784        2.96957        17.2235                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.64575        14.4035                 NaN   10.0344        46.7338        2.96183        17.2208                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.56484        14.4694                 NaN   10.0652        46.7108        2.96391        17.2258                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5685        8.49611                 NaN   10.1140        46.6526        2.94965        17.2191                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8029        8.30289                 NaN   10.1841        46.5690        2.92961        17.2115                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8412        8.27076                 NaN   10.2177        46.5344        2.92512        17.2108                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.57785        14.4955                 NaN   10.0988        46.6590        2.95180        17.2171                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.56453        14.4793                 NaN   10.2198        46.5659        2.94058        17.2299                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9080        9.21601                 NaN   10.2663        46.4760        2.91977        17.2139                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8023        8.29458                 NaN   10.3168        46.4475        2.92372        17.2152                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8626        8.24632                 NaN   10.3571        46.4041        2.91677        17.2132                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9167        8.20250                 NaN   10.3968        46.3621        2.91032        17.2115                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9696        8.16076                 NaN   10.4362        46.3201        2.90370        17.2097                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0236        8.11898                 NaN   10.4760        46.2770        2.89676        17.2076                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0785        8.07689                 NaN   10.5162        46.2334        2.88961        17.2054                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1345        8.03417                 NaN   10.5568        46.1892        2.88225        17.2031                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2193        7.95857                 NaN   10.5925        46.1522        2.87588        17.2015                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3307        7.86933                 NaN   10.6417        46.0964        2.86435        17.1975                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4512        7.77468                 NaN   10.6948        46.0351        2.85128        17.1929                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.63832        15.6604                 NaN   10.7753        45.9260        2.82261        17.1774                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.28789        9.91187        7.73157        10.3775        46.4644        2.96313        17.2636                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.50457        9.86955        7.55525        10.4021        46.4419        2.96229        17.2643                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.72161        9.82934        7.37695        10.4269        46.4189        2.96129        17.2649                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9236        7.42767                 NaN   10.9469        45.7421        2.79028        17.1695                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34980        16.0488                 NaN   11.0016        45.6690        2.77218        17.1586                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29146        16.1359                 NaN   11.0503        45.6103        2.75955        17.1525                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.22569        16.2147                 NaN   11.0941        45.5638        2.75081        17.1509                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.58676        15.7866                 NaN   10.9303        45.7427        2.79074        17.1628                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.81594        9.57713        6.54631        10.5932        46.2557        2.94772        17.2641                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.10932        16.3894                 NaN   11.2163        45.4255        2.71805        17.1414                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.43938        15.8917                 NaN   11.1088        45.5936        2.78600        17.1805                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4249        7.07969                 NaN   11.2836        45.3569        2.71547        17.1394                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5202        7.02256                 NaN   11.3302        45.2982        2.69609        17.1327                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.93348        16.6514                 NaN   11.3884        45.2254        2.67700        17.1243                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.79980        16.8076                 NaN   11.4429        45.1666        2.66125        17.1219                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.73173        16.9072                 NaN   11.4959        45.1027        2.64658        17.1159                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.66256        17.0088                 NaN   11.5494        45.0379        2.63153        17.1098                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.59213        17.1127                 NaN   11.6036        44.9721        2.61607        17.1035                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.52050        17.2187                 NaN   11.6584        44.9052        2.60022        17.0969                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1503        6.58700                 NaN   11.6724        44.8905        2.60499        17.0949                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.37322        17.4379                 NaN   11.7694        44.7688        2.56840        17.0822                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.29781        17.5521                 NaN   11.8261        44.6982        2.55169        17.0742                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.6686        6.22137                 NaN   11.8836        44.6262        2.53447        17.0658                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4216        6.42573                 NaN   11.8557        44.6682        2.55031        17.0784                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.8360        6.10996                 NaN   11.9775        44.5147        2.50568        17.0562                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.9569        6.03208                 NaN   12.0363        44.4402        2.48734        17.0472                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.0803        5.95302                 NaN   12.0958        44.3644        2.46848        17.0380                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.2066        5.87263                 NaN   12.1564        44.2870        2.44899        17.0284                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.3355        5.79106                 NaN   12.2177        44.2083        2.42896        17.0185                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.4675        5.70811                 NaN   12.2799        44.1279        2.40832        17.0082                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.6026        5.62380                 NaN   12.3431        44.0459        2.38700        16.9976                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.7408        5.53809                 NaN   12.4072        43.9623        2.36508        16.9865                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.8836        5.44994                 NaN   12.4728        43.8764        2.34225        16.9751                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   19.0282        5.36117                 NaN   12.5388        43.7895        2.31902        16.9633                 NaN
