|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        iron           an             San(TH)        O(HP)          O(HP)          ilm            ne             lc            
  1057.76        2500.00                 NaN            NaN   14.3020        6.03501                 NaN            NaN            NaN   11.2366        48.2534                 NaN            NaN   1.47061        18.7024                 NaN
  1056.63        2500.00                 NaN            NaN   14.3397        6.01098                 NaN            NaN            NaN   11.2590        48.2244                 NaN            NaN   1.46706        18.6988                 NaN
  1055.50        2500.00                 NaN            NaN   14.3758        5.98800                 NaN            NaN            NaN   11.2813        48.1960                 NaN            NaN   1.46359        18.6953                 NaN
  1054.37        2500.00                 NaN            NaN   14.4167        5.96057                 NaN            NaN            NaN   11.3045        48.1663                 NaN            NaN   1.45996        18.6920                 NaN
  1053.23        2500.00                 NaN            NaN   14.5053        5.89737                 NaN            NaN            NaN   11.3579        48.1001                 NaN            NaN   1.45253        18.6867                 NaN
  1052.10        2500.00                 NaN            NaN   14.5210        5.88732                 NaN            NaN            NaN   11.3682        48.0876                 NaN            NaN   1.45092        18.6850                 NaN
  1050.97        2500.00                 NaN            NaN   5.80775        14.6443                 NaN            NaN            NaN   11.4490        47.9853                 NaN            NaN   1.43810        18.6755                 NaN
  1049.84        2500.00                 NaN            NaN   5.80349        14.6510                 NaN            NaN            NaN   11.4533        47.9803                 NaN            NaN   1.43742        18.6744                 NaN
  1048.70        2500.00                 NaN            NaN   14.7149        5.74716                 NaN            NaN            NaN   11.4742        47.9564                 NaN            NaN   1.43518        18.6721                 NaN
  1047.57        2500.00                 NaN            NaN   14.7168        5.74547                 NaN            NaN            NaN   11.4749        47.9562                 NaN            NaN   1.43513        18.6714                 NaN
  1046.44        2500.00                 NaN            NaN   14.7175        5.74542                 NaN            NaN            NaN   11.4754        47.9560                 NaN            NaN   1.43506        18.6706                 NaN
  1045.31        2500.00                 NaN            NaN   14.7028        5.77297                 NaN            NaN            NaN   11.4783        47.9466                 NaN            NaN   1.43304        18.6662                 NaN
  1044.17        2500.00                 NaN            NaN   14.7717        5.72592                 NaN            NaN            NaN   11.5124        47.9020                 NaN            NaN   1.42696        18.6610                 NaN
  1043.04        2500.00                 NaN            NaN   14.7408        5.72537                 NaN            NaN            NaN   11.4869        47.9447                 NaN            NaN   1.43366        18.6685                 NaN
  1041.91        2500.00                 NaN            NaN   14.7409        5.72535                 NaN            NaN            NaN   11.4871        47.9451                 NaN            NaN   1.43366        18.6679                 NaN
  1040.77        2500.00                 NaN            NaN   14.8667        5.65998                 NaN            NaN            NaN   11.5727        47.8288                 NaN            NaN   1.41811        18.6537                 NaN
  1039.64        2500.00                 NaN            NaN   14.8774        5.63794                 NaN            NaN            NaN   11.5708        47.8379                 NaN            NaN   1.41957        18.6565                 NaN
  1038.51        2500.00                 NaN            NaN   14.8875        5.63159                 NaN            NaN            NaN   11.5770        47.8303                 NaN            NaN   1.41853        18.6551                 NaN
  1037.38        2500.00                 NaN            NaN   14.8956        5.64000                 NaN            NaN            NaN   11.5861        47.8124                 NaN            NaN   1.41613        18.6499                 NaN
  1036.24        2500.00                 NaN            NaN   5.54893        15.0399                 NaN            NaN            NaN   11.6707        47.7013                 NaN            NaN   1.40135        18.6379                 NaN
  1035.11        2500.00                 NaN            NaN   15.0569        5.53826                 NaN            NaN            NaN   11.6794        47.6898                 NaN            NaN   1.39984        18.6358                 NaN
  1033.98        2500.00                 NaN            NaN   15.1297        5.48339                 NaN            NaN            NaN   11.7103        47.6512                 NaN            NaN   1.39474        18.6308                 NaN
  1032.85        2500.00                 NaN            NaN   5.45045        15.1909                 NaN            NaN            NaN   11.7504        47.5972                 NaN            NaN   1.38718        18.6239                 NaN
  1031.71        2500.00                 NaN            NaN   15.2384        5.43068                 NaN            NaN            NaN   11.7791        47.5539                 NaN            NaN   1.38110        18.6168                 NaN
  1030.58        2500.00                 NaN            NaN   15.3728        5.33307                 NaN            NaN            NaN   11.8521        47.4637                 NaN            NaN   1.36905        18.6093                 NaN
  1029.45        2500.00                 NaN            NaN   15.3728        5.33307                 NaN            NaN            NaN   11.8523        47.4641                 NaN            NaN   1.36905        18.6087                 NaN
  1028.32        2500.00                 NaN            NaN   15.3729        5.33307                 NaN            NaN            NaN   11.8524        47.4645                 NaN            NaN   1.36906        18.6080                 NaN
  1027.18        2500.00                 NaN            NaN   15.4038        5.33491                 NaN            NaN            NaN   11.8742        47.4254                 NaN            NaN   1.36357        18.5981                 NaN
  1026.05        2500.00                 NaN            NaN   5.32546        15.4148                 NaN            NaN            NaN   11.8790        47.4205                 NaN            NaN   1.36293        18.5972                 NaN
  1024.92        2500.00                 NaN            NaN   5.26253        15.5121                 NaN            NaN            NaN   11.9310        47.3514                 NaN            NaN   1.35334        18.5896                 NaN
  1023.79        2500.00                 NaN            NaN   15.5566        5.23624                 NaN            NaN            NaN   11.9568        47.3171                 NaN            NaN   1.34855        18.5847                 NaN
  1022.65        2500.00                 NaN            NaN   15.6051        5.20337                 NaN            NaN            NaN   11.9821        47.2842                 NaN            NaN   1.34402        18.5811                 NaN
  1021.52        2500.00                 NaN            NaN   15.6532        5.17304                 NaN            NaN            NaN   12.0080        47.2499                 NaN            NaN   1.33922        18.5768                 NaN
  1020.39        2500.00                 NaN            NaN   5.15089        15.7005                 NaN            NaN            NaN   12.0349        47.2106                 NaN            NaN   1.33353        18.5695                 NaN
  1019.25        2500.00                 NaN            NaN   5.11763        15.7477                 NaN            NaN            NaN   12.0605        47.1785                 NaN            NaN   1.32911        18.5665                 NaN
  1018.12        2500.00                 NaN            NaN   15.7766        5.09778                 NaN            NaN            NaN   12.0848        47.1503                 NaN            NaN   1.32636        18.5642                 NaN
  1016.99        2500.00                 NaN            NaN   15.8387        5.05713                 NaN            NaN            NaN   12.1093        47.1161                 NaN            NaN   1.32027        18.5585                 NaN
  1015.86        2500.00                 NaN            NaN   5.25984        15.5601                 NaN            NaN            NaN   12.0736        47.1899                 NaN            NaN   1.33819        18.5783                 NaN
  1014.72        2500.00                 NaN            NaN   15.7976        5.10397                 NaN            NaN            NaN   12.1509        47.0727                 NaN            NaN   1.31588        18.5590                 NaN
  1013.59        2500.00                 NaN            NaN   16.0544        4.94127                 NaN            NaN            NaN   12.2502        46.9260                 NaN            NaN   1.29144        18.5367                 NaN
  1012.46        2500.00                 NaN            NaN   16.1347        4.89634                 NaN            NaN            NaN   12.2861        46.8722                 NaN            NaN   1.28393        18.5268                 NaN
  1011.33        2500.00                 NaN            NaN   16.1348        4.89633                 NaN            NaN            NaN   12.2862        46.8726                 NaN            NaN   1.28393        18.5262                 NaN
  1010.19        2500.00                 NaN            NaN   16.1348        4.89633                 NaN            NaN            NaN   12.2864        46.8729                 NaN            NaN   1.28393        18.5255                 NaN
  1009.06        2500.00                 NaN            NaN   16.1349        4.89633                 NaN            NaN            NaN   12.2866        46.8733                 NaN            NaN   1.28393        18.5249                 NaN
  1007.93        2500.00                 NaN            NaN   16.1350        4.89633                 NaN            NaN            NaN   12.2868        46.8737                 NaN            NaN   1.28393        18.5243                 NaN
  1006.80        2500.00                 NaN            NaN   16.3372        4.77006                 NaN            NaN            NaN   12.3866        46.7356                 NaN            NaN   1.26398        18.5064                 NaN
  1005.66        2500.00                 NaN            NaN   16.3373        4.77006                 NaN            NaN            NaN   12.3868        46.7360                 NaN            NaN   1.26398        18.5058                 NaN
  1004.53        2500.00                 NaN            NaN   16.3374        4.77006                 NaN            NaN            NaN   12.3870        46.7364                 NaN            NaN   1.26398        18.5052                 NaN
  1003.40        2500.00                 NaN            NaN   16.3375        4.77006                 NaN            NaN            NaN   12.3872        46.7367                 NaN            NaN   1.26399        18.5045                 NaN
  1002.27        2500.00                 NaN            NaN   16.3376        4.77006                 NaN            NaN            NaN   12.3874        46.7371                 NaN            NaN   1.26399        18.5039                 NaN
  1001.13        2500.00                 NaN            NaN   16.4285        4.71392                 NaN            NaN            NaN   12.4312        46.6760                 NaN            NaN   1.25499        18.4954                 NaN
  1000.00        2500.00                 NaN            NaN   16.4286        4.71392                 NaN            NaN            NaN   12.4314        46.6764                 NaN            NaN   1.25499        18.4947                 NaN
