|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            hed            q             
  1021.85        500.000                 NaN            NaN            NaN            NaN   1.49652        6.11213                 NaN            NaN   6.86080        43.8783       0.426724                 NaN   41.2255     
  1020.48        500.000                 NaN            NaN            NaN            NaN   1.49960        6.10875                 NaN            NaN   6.86138        43.8756       0.426519                 NaN   41.2282     
  1019.12        500.000                 NaN            NaN            NaN            NaN   1.50270        6.10541                 NaN            NaN   6.86200        43.8727       0.426301                 NaN   41.2309     
  1017.75        500.000                 NaN            NaN            NaN            NaN   1.50573        6.10214                 NaN            NaN   6.86260        43.8699       0.426087                 NaN   41.2335     
  1016.39        500.000                 NaN            NaN            NaN            NaN   1.50868        6.09895                 NaN            NaN   6.86319        43.8672       0.425879                 NaN   41.2361     
  1015.02        500.000                 NaN            NaN            NaN            NaN   1.51155        6.09584                 NaN            NaN   6.86377        43.8645       0.425675                 NaN   41.2387     
  1013.66        500.000                 NaN            NaN            NaN            NaN   1.64531        5.97108                 NaN            NaN   6.89772        43.7523       0.415336                 NaN   41.3182     
  1012.29        500.000                 NaN            NaN            NaN            NaN   1.65176        5.96173                 NaN            NaN   6.89694        43.7512       0.415533                 NaN   41.3229     
  1010.92        500.000                 NaN            NaN            NaN            NaN   1.65996        5.94827                 NaN            NaN   6.89602        43.7520       0.416054                 NaN   41.3277     
  1009.56        500.000                 NaN            NaN            NaN            NaN   1.66766        5.93528                 NaN            NaN   6.89494        43.7549       0.416038                 NaN   41.3311     
  1008.19        500.000                 NaN            NaN            NaN            NaN   1.67103        5.93112                 NaN            NaN   6.89534        43.7519       0.416222                 NaN   41.3344     
  1006.83        500.000                 NaN            NaN            NaN            NaN   1.68643        5.90479                 NaN            NaN   6.89342        43.7553       0.417538                 NaN   41.3425     
  1005.46        500.000                 NaN            NaN            NaN            NaN   1.68711        5.90616                 NaN            NaN   6.89272        43.7529       0.417057                 NaN   41.3440     
  1004.10        500.000                 NaN            NaN            NaN            NaN   1.69936        5.88355                 NaN            NaN   6.89131        43.7576       0.418073                 NaN   41.3501     
  1002.73        500.000                 NaN            NaN            NaN            NaN   1.71200        5.86130                 NaN            NaN   6.88430        43.7675       0.419549                 NaN   41.3553     
  1001.37        500.000                 NaN            NaN            NaN            NaN   1.70811        5.86704                 NaN            NaN   6.88971        43.7608       0.418977                 NaN   41.3554     
  1000.00        500.000                 NaN            NaN            NaN            NaN   1.72004        5.85067                 NaN            NaN   6.88999        43.7572       0.419233                 NaN   41.3629     
