|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            hed            q             
  1020.48        500.000                 NaN            NaN            NaN            NaN   2.44482        8.16511                 NaN            NaN   7.10317        41.8436       0.759290                 NaN   39.6841     
  1019.12        500.000                 NaN            NaN            NaN            NaN   2.45001        8.15982                 NaN            NaN   7.10386        41.8416       0.758919                 NaN   39.6858     
  1017.75        500.000                 NaN            NaN            NaN            NaN   2.45507        8.15465                 NaN            NaN   7.10453        41.8396       0.758557                 NaN   39.6876     
  1016.39        500.000                 NaN            NaN            NaN            NaN   2.46000        8.14962                 NaN            NaN   7.10519        41.8377       0.758204                 NaN   39.6893     
  1015.02        500.000                 NaN            NaN            NaN            NaN   2.46481        8.14470                 NaN            NaN   7.10582        41.8359       0.757859                 NaN   39.6909     
  1013.66        500.000                 NaN            NaN            NaN            NaN   2.68298        7.93188                 NaN            NaN   7.14163        41.7339       0.739533                 NaN   39.7701     
  1012.29        500.000                 NaN            NaN            NaN            NaN   2.69367        7.91805                 NaN            NaN   7.14089        41.7336       0.739903                 NaN   39.7739     
  1010.92        500.000                 NaN            NaN            NaN            NaN   2.70726        7.89855                 NaN            NaN   7.14002        41.7354       0.740852                 NaN   39.7779     
  1009.56        500.000                 NaN            NaN            NaN            NaN   2.71998        7.88038                 NaN            NaN   7.13899        41.7391       0.740846                 NaN   39.7807     
  1008.19        500.000                 NaN            NaN            NaN            NaN   2.72574        7.87360                 NaN            NaN   7.13945        41.7369       0.741191                 NaN   39.7831     
  1006.83        500.000                 NaN            NaN            NaN            NaN   2.75103        7.83597                 NaN            NaN   7.13759        41.7414       0.743560                 NaN   39.7905     
  1005.46        500.000                 NaN            NaN            NaN            NaN   2.75233        7.83736                 NaN            NaN   7.13689        41.7397       0.742720                 NaN   39.7910     
  1004.10        500.000                 NaN            NaN            NaN            NaN   2.77250        7.80555                 NaN            NaN   7.13556        41.7453       0.744555                 NaN   39.7965     
  1002.73        500.000                 NaN            NaN            NaN            NaN   2.79336        7.77417                 NaN            NaN   7.12840        41.7558       0.747206                 NaN   39.8011     
  1001.37        500.000                 NaN            NaN            NaN            NaN   2.78721        7.78237                 NaN            NaN   7.13403        41.7500       0.746204                 NaN   39.8002     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.80689        7.75754                 NaN            NaN   7.13442        41.7476       0.746683                 NaN   39.8069     
