|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/YM20/YM20_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.74881        12.6419        10.2887        50.0669        18.6463                 NaN   1.60741     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.69299        12.7160        10.3311        50.0161        18.6415                 NaN   1.60231     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7901        6.63692        10.3739        49.9650        18.6368                 NaN   1.59716     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8638        6.57979        10.4175        49.9144        18.6325                 NaN   1.59206     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.52300        12.9376        10.4613        49.8632        18.6280                 NaN   1.58685     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.46623        13.0117        10.5053        49.8117        18.6235                 NaN   1.58155     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0858        6.40982        10.5495        49.7598        18.6189                 NaN   1.57615     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.35333        13.1605        10.5939        49.7075        18.6142                 NaN   1.57065     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2338        6.30728        10.6417        49.6468        18.6068                 NaN   1.56374     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3045        6.27646        10.6941        49.5746        18.5956                 NaN   1.55478     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3776        6.22446        10.7392        49.5200        18.5902                 NaN   1.54851     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4508        6.17270        10.7846        49.4650        18.5847                 NaN   1.54214     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6527        6.02172        10.8713        49.3550        18.5719                 NaN   1.52734     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7644        5.94171        10.9293        49.2826        18.5639                 NaN   1.51815     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8772        5.86155        10.9878        49.2091        18.5556                 NaN   1.50873     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9914        5.78076        11.0472        49.1345        18.5471                 NaN   1.49905     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.69933        14.1079        11.1071        49.0584        18.5382                 NaN   1.48904     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8939        5.86755        11.0599        49.1273        18.5495                 NaN   1.50178     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9684        5.81747        11.1064        49.0698        18.5433                 NaN   1.49471     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0433        5.76773        11.1529        49.0118        18.5368                 NaN   1.48749     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1182        5.71829        11.1995        48.9535        18.5303                 NaN   1.48020     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1932        5.66909        11.2464        48.8948        18.5238                 NaN   1.47282     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2686        5.62016        11.2933        48.8357        18.5170                 NaN   1.46529     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5580        5.42242        11.4058        48.6798        18.4925                 NaN   1.44142     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9164        5.17503        11.5457        48.4861        18.4639                 NaN   1.41281     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.11951        15.0088        11.5986        48.4155        18.4544                 NaN   1.40323     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1144        5.03554        11.6470        48.3580        18.4494                 NaN   1.39566     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2078        4.99887        11.7097        48.2670        18.4339                 NaN   1.38277     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3153        4.93322        11.7676        48.1889        18.4231                 NaN   1.37178     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.86119        15.4030        11.8112        48.1394        18.4198                 NaN   1.36535     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.86625        15.3921        11.8139        48.1421        18.4221                 NaN   1.36346     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6197        4.72842        11.9280        47.9823        18.3986                 NaN   1.34293     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.67460        15.7269        11.9905        47.8934        18.3846                 NaN   1.33001     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8299        4.62262        12.0502        47.8088        18.3714                 NaN   1.31713     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9892        4.52839        12.1254        47.7016        18.3543                 NaN   1.30113     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.65038        15.8027        12.0733        47.7835        18.3712                 NaN   1.31892     
