|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/YM20/YM20_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.92244        14.9191        10.4589        46.6486        17.2667                 NaN   2.78424     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0024        7.85539        10.5021        46.6009        17.2640                 NaN   2.77533     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0856        7.78729        10.5459        46.5532        17.2615                 NaN   2.76649     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71959        15.1689        10.5900        46.5051        17.2589                 NaN   2.75746     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.65194        15.2526        10.6343        46.4567        17.2562                 NaN   2.74827     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3362        7.58471        10.6788        46.4079        17.2535                 NaN   2.73891     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.51739        15.4204        10.7234        46.3587        17.2506                 NaN   2.72937     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5025        7.46226        10.7715        46.3013        17.2451                 NaN   2.71736     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5811        7.42466        10.8240        46.2326        17.2358                 NaN   2.70174     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6639        7.36218        10.8695        46.1812        17.2323                 NaN   2.69086     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7469        7.29999        10.9151        46.1295        17.2287                 NaN   2.67981     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9822        7.12016        11.0021        46.0241        17.2175                 NaN   2.65398     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1105        7.02453        11.0603        45.9554        17.2113                 NaN   2.63799     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2401        6.92874        11.1191        45.8857        17.2048                 NaN   2.62160     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3715        6.83222        11.1786        45.8148        17.1981                 NaN   2.60475     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.73498        16.5052        11.2388        45.7426        17.1910                 NaN   2.58734     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2485        6.93356        11.1919        45.8116        17.2047                 NaN   2.60975     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3327        6.87346        11.2386        45.7573        17.2004                 NaN   2.59748     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4174        6.81376        11.2854        45.7027        17.1958                 NaN   2.58494     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5020        6.75444        11.3323        45.6478        17.1912                 NaN   2.57229     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5867        6.69542        11.3793        45.5925        17.1866                 NaN   2.55946     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.6718        6.63673        11.4265        45.5369        17.1817                 NaN   2.54638     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.0028        6.40828        11.5389        45.3865        17.1587                 NaN   2.50467     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4157        6.11730        11.6791        45.2011        17.1321                 NaN   2.45476     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.05028        17.5206        11.7322        45.1344        17.1245                 NaN   2.43810     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.6397        5.95200        11.7810        45.0808        17.1215                 NaN   2.42497     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.7441        5.90769        11.8437        44.9940        17.1079                 NaN   2.40252     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.8657        5.82952        11.9018        44.9204        17.0992                 NaN   2.38341     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.74492        17.9651        11.9457        44.8743        17.0977                 NaN   2.37227     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75684        17.9455        11.9486        44.8781        17.1020                 NaN   2.36909     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.2114        5.58577        12.0629        44.7260        17.0806                 NaN   2.33330     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.52108        18.3322        12.1256        44.6418        17.0686                 NaN   2.31081     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.4489        5.45822        12.1853        44.5617        17.0575                 NaN   2.28839     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.6279        5.34818        12.2608        44.4601        17.0425                 NaN   2.26054     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.49094        18.4094        12.2085        44.5388        17.0607                 NaN   2.29161     
