|6.6.6
Archiving\03_Data\frac/QFM_m4.5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.56481        4.11495                 NaN   8.59192                 NaN  0.564601        45.7380        33.4257     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.62882        8.95662                 NaN   8.54850                 NaN  0.577633        45.8850        33.4034     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.90978        2.67428                 NaN   8.55107                 NaN  0.577732        45.8826        33.4045     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.76392        3.94069       0.311412E-005   8.61680                 NaN  0.557858        45.6846        33.4361     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75967        3.94560       0.264886E-005   8.61866                 NaN  0.557704        45.6811        33.4373     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.78686        3.92776       0.196315E-005   8.62806                 NaN  0.555183        45.6607        33.4415     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.74675        3.97096       0.158464E-005   8.63238                 NaN  0.554428        45.6518        33.4437     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75748        3.96530       0.155218E-005   8.63726                 NaN  0.553186        45.6405        33.4463     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.555178E-005   7.43259        4.31578        8.65018                 NaN  0.547479        45.6034        33.4506     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.54147        4.20109       0.617173E-005   8.64978                 NaN  0.547963        45.6089        33.4508     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.54985        4.19839       0.471215E-005   8.65522                 NaN  0.546557        45.5964        33.4536     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.78448        3.95802       0.962344E-005   8.65880                 NaN  0.547919        45.5939        33.4569     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.79151        3.95637       0.818270E-005   8.66439                 NaN  0.546534        45.5815        33.4597     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.79787        3.95539       0.139267E-005   8.66996                 NaN  0.545151        45.5692        33.4625     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80225        3.95655       0.136462E-005   8.67556                 NaN  0.543764        45.5566        33.4653     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80732        3.95697       0.134289E-005   8.68113                 NaN  0.542371        45.5441        33.4681     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.81183        3.95792       0.132044E-005   8.68669                 NaN  0.540975        45.5317        33.4709     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.81592        3.95945       0.241499E-005   8.69227                 NaN  0.539567        45.5191        33.4737     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.81132        3.96782       0.349839E-005   8.69743                 NaN  0.538423        45.5089        33.4761     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82242        3.96371       0.283786E-003   8.70340                 NaN  0.536746        45.4941        33.4794     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82471        3.96723       0.930333E-005   8.70892                 NaN  0.535337        45.4816        33.4822     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82652        3.97101                 NaN   8.71443                 NaN  0.533923        45.4691        33.4850     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82791        3.97523                 NaN   8.71994                 NaN  0.532507        45.4566        33.4878     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82863        3.98022                 NaN   8.72545                 NaN  0.531085        45.4439        33.4907     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82905        3.98545                 NaN   8.73095                 NaN  0.529666        45.4314        33.4935     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82926        3.99096                 NaN   8.73645                 NaN  0.528241        45.4187        33.4964     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.83000        3.99584                 NaN   8.74195                 NaN  0.526814        45.4062        33.4992     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82894        4.00275                 NaN   8.74743                 NaN  0.525383        45.3934        33.5021     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82778        4.00979                 NaN   8.75291                 NaN  0.523947        45.3805        33.5050     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.82699        8.88075                 NaN   8.70037                 NaN  0.542046        45.5770        33.4729     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.83951        8.87261                 NaN   8.70543                 NaN  0.540791        45.5663        33.4753     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.85223        8.86431                 NaN   8.71046                 NaN  0.539538        45.5556        33.4778     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.86514        8.85580                 NaN   8.71546                 NaN  0.538287        45.5450        33.4803     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.73458        4.12556                 NaN   8.77397                 NaN  0.518751        45.3290        33.5181     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.74097        4.13158                 NaN   8.78660                 NaN  0.515010        45.3030        33.5228     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.872294E-006   9.94489        2.13240        8.94370                 NaN  0.465373        44.9471        33.5666     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.89390        4.00325                 NaN   8.80434                 NaN  0.509790        45.2574        33.5313     
